name,lanes,road_capacity_from_conversion,highway,oneway,road_capacity
Amalia Eguiguren,,1,residential,,0.505561813072
Antonio Román,,1,residential,,0.689272946921
Ignacio Asin,,1,residential,no,0.705459390678
Juan Arauz,,1,residential,,0.738056029957
Mariano Hurtado,,1,residential,,0.681484716998
José Peñaherrera,,1,residential,,0.640643015076
Fray Agustín León,,1,residential,,0.624682930927
Joaquin Calderon,,1,residential,,0.173400524262
,,1,residential,,0.163277529987
Melchor de Valdez,,1,unclassified,no,0.617407566941
,,1,residential,,0.394938099043
,,1,residential,,0.111430410726
,,1,residential,,0.0533663119526
Manuel de Quiroga,,1,residential,,0.325769375513
,,1,residential,,0.112947884261
,,1,residential,,0.0611321360424
Manuel de Quiroga,,1,residential,,0.0946429096487
,,1,residential,,0.197056683257
,,1,residential,,0.0809237945438
,,1,residential,,0.388258045362
,,1,residential,,0.253764267846
Rodrigo Muriel,,1,residential,,0.230543041994
,,1,residential,,0.049374702767
Calle las Antenas,,1,unclassified,,0.571267077304
Antenas,,1,unclassified,,0.50351464133
,,1,unclassified,,0.147390794354
,,1,residential,,0.038094138779
,,1,residential,,0.0761765587121
,,1,residential,,0.14151688585
,,1,residential,,0.25153805668
,,1,residential,,0.278873814766
,,1,residential,,0.273522398557
,,1,residential,,0.23479430018
,,1,residential,,0.195406656304
,,1,residential,,0.104800808515
,,1,residential,,0.080295954408
Avda. Mariana de Jesus,,1,residential,,0.507022028557
,,3,primary,yes,0.037506247841
,,1,residential,,0.0600318231313
,,1,residential,,0.214820555689
El Placer,,1,residential,,1.35404207519
,,1,residential,,0.135354288945
,,1,residential,,0.131626029346
,,1,residential,,0.133583586133
,,1,residential,,0.0611808240675
Psj. Guayco,,1,residential,,0.110496006919
Psj. Ceval,,1,residential,,0.0334339225054
,,1,residential,,0.0852673035638
,,1,residential,,0.387095074608
,,1,residential,,0.108245734009
,,1,residential,,0.24531395342
12 de Agosto,,1,residential,no,0.50104468923
,,1,residential,,0.109797368772
,,1,residential,,0.177066134179
,,1,residential,,0.127964069307
,,1,residential,,0.135081667393
,,1,residential,,0.0969130015205
,,1,residential,,0.0861283358951
,,1,residential,,0.244070421509
,,1,residential,,0.028675856038
,,1,residential,,0.0701067238697
Bonilla,,1,residential,,0.187291263272
S4 Ambato,,1,residential,,0.211572045615
,,1,residential,,0.623727167165
,,1,unclassified,,0.480543735027
Camacaro,,1,residential,,0.14353002576
Coudrin,,1,residential,,0.12184032623
Oe13C,,1,residential,,0.101284333455
Sterni,,1,residential,,0.131432580328
Alvaro Perez,,1,residential,,0.128319787682
Carlos Yepez,,1,residential,,0.113259113495
Diaz de la Madrid,,1,residential,,0.378049817602
Enriqueta Aymer,,1,residential,no,0.476376696085
,,1,residential,,0.171368817024
,,1,service,,0.24570027488
,,1,service,,0.185173637335
San Roque,,3,primary,yes,1.37514868261
,,3,primary,yes,0.255706691333
,,1,residential,,0.140767626789
,,1,residential,,0.062005174984
Daburo,,1,residential,,0.112973071703
Mejia,,1,residential,,0.382777834632
,,1,residential,,0.110635109069
,,1,residential,,0.054470535851
,,1,residential,,0.565898607054
,,3,primary,yes,1.36641066366
Canada,,1,residential,no,0.563698208368
Vicente Rocafuerte,,1,residential,yes,0.119101700802
Loja,,1,residential,yes,0.0473061482667
Sucre,,1,residential,yes,0.0834785983346
José Mejía,,1,residential,yes,0.902095910819
Oe15a,,1,residential,,0.0450557416542
1 de Mayo,,1,residential,,0.0718486902244
Juan de Villa,,1,residential,,0.684232142727
Gaspar Centurion,,1,residential,,0.359053210721
Manriquez,,1,residential,,0.116620174064
Allande,,1,residential,,0.126210278364
Juande Quiroz,,1,residential,,0.384854380492
Ramirez de Arellano,,1,residential,,0.90186691962
Puente,,1,residential,,0.264967986829
,,1,residential,,0.127201563421
Fernandez de Velasco,,1,residential,,0.657759120221
Jose Soto,,1,residential,,0.313371461591
,,1,residential,,0.061140076705
Guatemala,,1,residential,,0.356893927543
,,1,residential,,0.22957530963
Villavicencio,,1,residential,,0.210139632354
Ntonio Cortez,,1,residential,,0.0782538367186
Psj. Vinueza,,1,residential,,0.173948423464
,,1,residential,,0.291733099533
Villavicencio,,1,residential,,0.156617435265
,,1,residential,,0.0518186816437
Alvaro de Cevallos,,1,residential,,0.781875393565
Juan Camacho,,1,residential,,0.388839132594
El Pinar,,1,residential,,0.484611544935
Del Valle,,1,residential,,0.343771740263
,,1,residential,,0.198747287855
Lebertadores,,1,residential,,0.192957533421
Altandagua,,1,residential,,0.168482939203
Rio Verde,,1,residential,,0.184624960316
,,1,residential,,0.0533229502449
,,1,residential,,0.0941958422016
Alvarez de Cuellar,,1,residential,,0.326853885593
Pinargote,,1,residential,,0.311310324923
P. Zumarraga,,1,residential,,0.376318618903
Juan de Obando,,1,residential,,0.332155575071
,,1,residential,,0.275290387717
,,1,residential,,0.0407912667803
,,1,residential,,0.346574751085
Allende,,1,residential,,0.251123671412
Clle C,,1,residential,,0.174669736879
,,1,residential,,0.100962661277
,,1,residential,,0.107259634299
,,1,residential,,0.0870946584182
Río Nambija,,1,residential,,0.112495710842
Abdón Calderón,,1,residential,,0.052409864623
Ramon Nava,,1,residential,,0.104505836833
,,1,residential,,0.0995535673109
Mazo,,1,residential,,0.0433350415051
S4C Carabobo,,1,residential,yes,0.120291351412
Oe9 Chimborazo,,1,residential,yes,0.240839878384
Punaes,,1,residential,,0.6387956255
,,1,residential,,0.0149587370646
General Miller,,1,residential,,1.0001094276
Huancavilca,,1,residential,,0.100044156961
Landaburo,,1,residential,,0.141419077853
Abdón Calderón,,1,residential,,0.0416045020766
Capiro,,1,residential,,0.0951242087908
Pérez Quiñonez,,1,residential,,0.107228943175
TUMBEZ,,1,residential,,0.191765399207
Marañón,,1,residential,yes,0.168232553005
Loja,,1,residential,yes,0.224396312342
Barahona,,1,residential,yes,0.104076109009
Melchor Aymerich,,1,residential,,0.366641017805
Marañón,,1,residential,,0.44854690436
Loja,,1,residential,yes,0.27724784526
,,1,residential,,0.0967339647258
,,1,service,,0.162408711443
Pindo,,1,residential,,0.116913890404
Tumbala,,1,residential,yes,0.0945201203724
,,1,residential,,0.0474035471916
Alhajuela,,1,residential,,0.430168462237
,,1,residential,,0.100980198463
Alhajuela,,1,residential,,0.254100533198
Magdalena,,1,residential,,0.218658513132
Bat Magdalena,,1,residential,,0.159759393268
,,1,residential,,0.142085333803
Paya,,1,residential,,0.585359633001
,,1,service,,0.217365062582
Loja,,1,residential,yes,0.290271584453
Guayaquil,,1,residential,,0.136250178514
S4B Abdón Calderón,,1,residential,yes,0.129194142562
Rumiñahui,,1,residential,,0.276844315921
Macas,,1,residential,,0.0993342195404
Cumandá,,1,residential,,0.0736609360521
Jaramijó,,1,residential,,0.686918144449
,,1,residential,yes,0.0
,,1,residential,,0.153971530229
,,1,residential,,0.20175774686
24 de Mayo,,1,residential,yes,0.20743850953
El Robo,,1,residential,,0.0444914914434
,,1,residential,,0.0486047429959
Rio Pilatón,,1,residential,,0.204455845303
Lambillo,,1,residential,,0.116882111661
,,1,residential,,0.101912472426
,,1,residential,,0.0570926258466
Patagonia,,1,residential,,0.0780704703844
,,1,residential,,0.13678495831
,,1,residential,,0.178715179866
,,1,residential,,0.0145948907743
5 de Junio,,2,tertiary,no,1.93422817704
Pascuales,,1,residential,,0.623880283464
,,1,service,,0.0437706534954
,,1,service,,0.0882963850515
,,1,service,,0.105955048909
,,1,service,,0.188677879266
,,1,service,,0.199368169475
Rio Verde,,1,residential,,0.149978715032
Navas,,1,service,,0.151629854962
S2 24 de Mayo,,2,tertiary,yes,1.02112273014
,,2,tertiary,,0.920231972502
,,2,tertiary,yes,0.677899614707
,,2,tertiary,yes,0.38656273923
24 de Mayo,,2,tertiary,yes,1.16678214199
S2 24 de Mayo,,2,tertiary,yes,0.978128652088
Loja,,1,pedestrian,,0.192536475109
San Diego,,3,primary,yes,0.18823976387
San Diego,,3,primary,yes,0.201526569296
Mariscal Sucre,,3,primary,yes,1.31617677064
,,2,tertiary,yes,0.249878164132
,,2,tertiary,yes,0.0948229154252
,,2,tertiary,yes,0.144863533227
,,2,tertiary,yes,0.259301075504
,,2,tertiary,yes,0.141700469293
Oe8 Imbabura,,1,residential,,0.382134917881
,,3,primary,yes,0.138462257356
Mariscal Sucre,,3,primary,yes,1.35030484892
,,3,primary,yes,0.128793686834
,,3,primary,yes,0.260932521087
Paltas,,1,residential,,0.287368889778
Manco Cápac,,1,residential,,0.0421523426941
Manco Cápac,,1,residential,,0.124981621103
,,1,residential,,0.259487332267
Numacuro,,1,residential,,0.157937333529
Vinces,,1,residential,,0.10146435862
Patate,,1,residential,,0.377808661817
Macuma,,1,residential,,0.454133485928
Pomasqui,,1,residential,,0.179806465646
Pomasqui,,1,residential,,0.569248713495
,,1,residential,,0.169075975983
,,1,residential,,0.436151346791
,,1,residential,,0.0686812109888
Fransisco Guamán,,1,residential,,0.318847940576
2,,1,residential,,0.0636881130543
Agualongo,,1,residential,,0.118564438814
,,1,residential,,0.165264270004
,,1,residential,,0.161866978108
Concepción,,1,residential,,0.434682959662
Vista Hermosa,,1,residential,,0.44888489541
Aguarico,,1,residential,,0.454215701122
Aguarico,,1,residential,,0.267903364307
Via Cruzloma,,1,residential,,0.213863937026
,,1,residential,,0.162201077717
Alonso Gómez,,1,residential,,0.259185218447
,,1,residential,,0.283647253715
B,,1,residential,,0.0791680081828
,,1,residential,,0.243884561577
Quijos,,1,residential,,0.0939835165612
La Libertad,,1,residential,,0.410412001057
Las Canteras,,1,residential,,0.136465857807
Tena,,1,residential,,0.129399365345
José Martínez,,1,residential,,0.0435228356796
Tupac Yupanqui,,1,residential,,0.287529689278
,,1,residential,,0.0517275700712
Guayaquil,,1,residential,,0.15177120264
Padre Almeida,,1,residential,,0.0902030437816
Gatazo,,1,residential,yes,0.341670336229
La Union,,1,residential,,0.134119951018
Licto,,1,residential,,0.131054352913
Jambelí,,1,residential,,0.191836554819
,,1,residential,yes,0.0
,,1,residential,yes,0.0400000844672
,,1,residential,yes,0.054824113596
Condorazo,,1,residential,,0.240752994218
Chagras,,1,residential,,0.0992328217124
Pesillo,,1,residential,,0.156397998814
,,1,residential,,0.0567396069529
,,1,residential,,0.0486465219598
Princesa Toa,,1,residential,no,0.443947219078
,,2,tertiary,yes,0.0
Latacunga,,1,residential,,0.122758037566
J. Mendoza,,1,residential,,0.200400413427
,,1,service,,0.016810423309
,,1,residential,yes,0.221898975063
,,1,residential,,0.0757702346933
Galte,,1,residential,,0.151680015908
Avenida de los Libertadores,,2,tertiary,yes,1.04200335078
,,1,residential,,0.326174718809
,,1,residential,,0.202510766478
Batallas,,1,residential,,0.234712643705
Cojimies,,1,residential,,0.330989757667
,,1,residential,,0.0806050195042
Chasqui,,1,residential,,0.306143196516
,,1,residential,,0.0264685977322
,,1,residential,,0.0247854597047
,,1,residential,,0.0283628002212
,,1,residential,,0.0522679033648
,,1,residential,,0.0362497312607
Ascazubi,,1,residential,,0.0752437274361
,,1,residential,,0.0375617879438
,,1,residential,,0.0259433494358
Pedro de Alfaro,,1,residential,yes,0.441068896483
,,1,residential,yes,0.031694605138
de Pineda,,1,residential,,0.449630845715
Diego de Sandoval,,1,residential,,0.304945376996
Antonio de Prado,,1,residential,,0.236372598746
Rodrigos Nuñez,,1,residential,,0.327553868273
Diego de Villalengua,,1,residential,,0.102278573743
Cristobal Quintero,,1,residential,,0.0769298635266
Juan de Arguello,,1,residential,,0.334354812707
Diego Prado,,1,residential,,0.0633948765299
Pedro Dorado,,1,residential,,0.27549264676
Mariano Reyes,,1,residential,no,0.17720797207
Quiñonez,,1,residential,,0.157442375322
,,1,residential,,0.0592334907423
,,1,residential,,0.107009953935
General Emilio Teran,,1,residential,,0.31984683983
,,1,residential,yes,0.0503205276877
,,1,residential,no,0.0244098948089
Florencio O'Leary,,1,residential,,0.120605251337
de Garaicoa,,1,residential,,0.136838639883
,,1,residential,,0.125484353958
Cojimies,,1,residential,,0.110287096282
,,1,residential,,0.126329461859
Yacupugro,,1,residential,,0.473201512054
Tarma,,1,residential,,0.383532433836
La Cruz,,1,service,,0.0969368899204
Tarma,,1,residential,,0.47537587007
,,1,residential,,0.462251869018
Letamendi,,1,residential,,0.331055460515
Rio Cinto,,1,residential,,0.260521859474
Batallon,,1,residential,,0.180098875779
Florencio O'Leary,,1,residential,,0.754218021391
Alcides Enriquez,,1,residential,yes,0.334491359025
Alejandro Machuco,,1,residential,,0.422486380222
,,1,residential,,0.064857236218
Cañaris,,1,residential,,0.249455865948
Cori,,1,residential,,0.196323447588
Paccha,,1,residential,,0.098354648699
Puruhá,,1,residential,,0.265132903396
,,1,residential,,0.123453691903
Villamil,,1,residential,,0.14485292698
Febres Cordero,,1,residential,,0.178621703885
Jauja,,1,residential,,0.0700105855694
Jimena,,1,residential,,0.19526825173
Alhajuela,,1,residential,,0.302373546453
Hualcopo,,1,residential,,0.639911595924
Huasares,,1,residential,,0.57549244225
,,1,residential,yes,0.0521519473491
F. Barba,,1,residential,no,0.590099930526
General Necochea,,1,residential,no,0.28534090672
Posso,,1,residential,,0.0962952829794
Alonso Gómez,,1,residential,,0.639025382372
,,1,residential,,0.0641808620312
,,1,residential,,0.0671195793756
,,1,residential,,0.0447903862767
Vinueza,,1,residential,,0.207302054843
Escandon,,1,residential,,0.198747699706
,,1,residential,,0.0319962604381
,,1,residential,,0.327653552848
,,1,residential,,0.0178000245051
Jaime del Castillo,,3,primary,yes,3.62703303588
Upano,,1,residential,,0.631082050646
,,1,residential,,0.0635279030074
,,1,pedestrian,,0.0458486192939
Fernandez,,1,residential,,0.118447476655
Manuel Prieto,,1,residential,,0.394127735199
Teniente Garcia,,1,residential,,0.273083676164
Caranqui,,1,residential,,0.32324726146
,,1,residential,,0.0723916491109
,,1,residential,,0.0407361916839
Juan de Piñas,,1,residential,,0.0589471851934
,,1,residential,,0.0269993832755
Teniente Garcia,,1,residential,,0.309723742216
Av. de los Libertadores,,2,tertiary,yes,0.672089206672
,,1,residential,,0.0117207757084
Av. Rodrigo de Chávez,,2,tertiary,yes,2.5151364802
Pintag,,1,residential,,0.771954041238
Quitus,,1,residential,yes,0.36922744944
Autachi Duchicela,,1,residential,,0.359072707747
María Duchicela,,1,residential,,0.284620545085
Latacunga,,1,residential,,0.190089886447
Cacha,,1,residential,,0.434768092301
Viracocha,,1,residential,yes,0.336032698775
General Quisquis,,1,residential,yes,0.630113040282
Avenida Collahuazo,,1,residential,,0.125991146462
Huaynapalcón,,1,residential,,0.105815960608
Huaynapalcón,,1,residential,,0.382516891293
,,1,residential,,0.371150671819
Zaruma,,1,residential,,0.294933862728
,,1,residential,,0.0454973467288
Cajamarca,,1,residential,,0.142680868489
Zumba,,1,residential,,0.182354553682
,,1,residential,,0.122534865987
Morona,,1,residential,,0.194807631019
,,1,residential,,0.112084825289
Pedro de Alfaro,,1,residential,yes,0.430245293347
,,1,residential,,0.0946936505062
Jauja,,1,residential,,0.482435717043
Cotacachi,,1,residential,,0.302979506897
,,1,residential,,0.0541285941413
Cerro Hermoso,,1,residential,,0.117085319443
Puruhá,,1,residential,,0.561259232229
,,1,residential,,0.200051948883
de Loaiza,,1,residential,yes,0.249495778699
de Prado,,1,residential,yes,0.262634985936
San Miguel,,1,residential,no,0.306169296146
Canelos,,1,residential,yes,0.318153947973
Luis Minacho,,1,residential,yes,0.574154287022
Sgto. Grau,,1,residential,yes,0.557001886722
Avenida Vicente Maldonado,,1,residential,,0.871322183331
,,1,residential,,0.289882280234
Jose Rosas,,1,residential,,0.0822939395605
Avenida Teniente Hugo Ortiz,,2,tertiary,yes,1.42119483787
,,1,residential,,0.105110939483
,,1,residential,,0.201080064719
,,1,residential,,0.232701623981
,,1,residential,,0.108794382648
,,1,residential,,0.2590490699
,,1,service,,0.0785989539394
,,1,residential,,0.0474916615291
Antizana,,1,residential,,0.480063262155
Marcos de Niza,,1,residential,no,0.0681980615877
Gualleturo,,1,residential,no,1.00299122144
Zaruma,,1,residential,,0.814075919091
José Egusquiza,,1,residential,no,1.07802499815
,,1,residential,,0.212003462058
,,1,residential,,0.148331640988
Junco,,1,residential,,0.0653920003135
,,1,service,,0.219469358422
Pintag,,1,residential,,0.40081168655
Hualcopo,,1,residential,,0.314877715434
Francisco Gomez,,1,residential,,0.122654337468
S6,,1,residential,,0.164802572491
Atauro,,1,residential,,0.157605729561
E5g,,1,residential,,0.0590945447319
,,1,residential,,0.0741333795438
,,1,residential,,0.0940827218186
,,1,residential,,0.0809918220523
,,1,residential,,0.322207697231
Tululubi,,1,residential,,0.390982012517
,,1,residential,,0.377684849239
,,1,residential,,0.394370637489
,,1,residential,,0.0938097057509
Napo,,3,primary,yes,0.437664716198
,,3,primary_link,yes,0.208300527329
Pululaghua,,1,residential,,0.043242132141
Carihuairazo,,1,residential,,0.315486544197
Pululaghua,,1,residential,,0.138030475629
La Alahambra,,1,residential,,0.150633337854
Tunguraghua,,1,residential,,0.416242506764
,,1,residential,,0.100263189275
Llanganates,,1,residential,,0.15596652694
Napo,,3,secondary,,0.842997017232
Guallabamba,,1,residential,,0.219412673308
Alpahuasi,,2,tertiary,no,0.708928703113
Chambo,,1,residential,,0.510578142181
,,1,residential,,0.0779350726919
Paztaza,,1,residential,,0.0708383715759
Iliniza,,1,residential,,0.352759655747
Cerro corazón,,1,residential,,0.0768641020743
Pasochoa,,1,residential,,0.0599457169699
Montecristi,,1,residential,,0.249835493397
Atacazo,,1,residential,,0.0743512298214
Cardenas,,1,residential,,0.0978413028541
Andes,,1,residential,,0.30677914274
,,1,service,,0.200913271141
Hernando Gamarra,,1,residential,yes,0.0561169720997
Francisco Londoño,,1,residential,yes,0.385522080746
Rodrigo Nuñez,,1,residential,,0.0743660411454
,,2,tertiary,yes,0.368943483339
,,2,tertiary,yes,0.373374834817
,,1,residential,,0.132429025043
Huaynapalcón,,1,residential,,0.20316762849
,,1,residential,,0.135255824576
,,1,residential,,0.0514247783218
S9n,,1,residential,,0.0592195538629
,,1,residential,yes,0.06476982024
Cbo. Luis Iturralde,,3,primary_link,no,2.43187919371
Alberto Orellana,,1,residential,yes,0.587879924498
Barrio Nuevo,,1,residential,,0.235573107501
,,1,residential,yes,0.0
Cristobal Tenorio,,1,residential,,0.321635021917
Diego Prado,,1,residential,,0.173573618415
Alonso de Mendoza,,1,residential,yes,0.245235987836
Francisco Coronel,,1,residential,-1,0.534870071165
Minacho,,1,residential,no,0.267870673616
Ruiz,,1,residential,yes,0.153956410724
Sgto. Grau,,1,residential,yes,0.188887577299
A. de Gama,,1,residential,yes,0.200780616377
,,1,residential,,0.0741846319771
,,1,residential,,0.196666987095
Sincholahua,,1,residential,,0.237475175815
Tababela,,1,residential,,0.382331662268
A de la Torre,,1,residential,,0.067850032193
,,1,residential,,0.101498742462
Quilotoa,,1,residential,,0.183455337248
Guayllabamba,,1,residential,,0.15556326496
Daule,,1,residential,,0.43273947732
Pisque,,1,residential,,0.281701539991
Paute,,1,residential,,0.471064408398
Jubones,,1,residential,,0.213322086801
Chota,,1,residential,,0.0529143470021
Quininde,,1,residential,,0.305066531401
Cutuchi,,1,residential,,0.36488529254
Guabo,,1,residential,,0.0991310450838
Zapotillo,,1,residential,,0.203046980394
Bolivar,,1,residential,,0.0807509002522
Pilahuin,,1,residential,,0.191275640187
,,1,residential,,0.0355205609626
,,1,residential,,0.0655957277673
,,1,residential,,0.0706534514747
Guayllabamba,,1,residential,,0.401527448186
JuaquinCalderón,,1,residential,,0.374530362077
Oe5,,1,residential,,0.0872172365017
Huigra,,1,residential,no,0.241965434272
Oe5q,,1,residential,no,0.05666941771
,,1,residential,yes,0.03813306256
,,1,residential,,0.0640286200523
Mansor,,1,residential,,0.0563252371888
,,1,residential,yes,0.0380342697361
,,1,residential,,0.0869446197238
,,1,residential,,0.066107992516
,,1,residential,,0.0735995857342
,,1,residential,,0.286044283569
,,1,residential,,0.0605817968
,,1,residential,,0.111289528341
,,1,residential,yes,0.262054025724
,,1,residential,yes,0.0500107757192
,,1,residential,yes,0.0607953589045
Quevedo,,1,residential,no,0.176878289404
,,1,residential,yes,0.402801657201
Liribamba,,1,residential,,0.211125799485
,,1,residential,-1,0.244624100408
,,1,residential,,0.0930080560447
Blas Campos,,1,residential,,0.106812473991
Juan Torres,,1,residential,-1,0.545864084504
Blas Campos,,1,residential,,0.145137407973
M. Cueva,,1,residential,,0.153827731894
,,1,residential,,0.118458839001
M Cueva,,1,residential,,0.0977145814611
Maximiliano Rodríguez,,1,residential,yes,0.696393663539
Avenida Alonso de Angulo,,3,secondary,yes,0.0723834476462
Avenida Alonso de Angulo,,3,secondary,yes,0.830155570212
Avenida Osorio,,1,residential,no,0.405610758616
Michelena,,1,residential,no,0.455780137004
Avenida Antonio Jaramillo,,1,residential,yes,0.423509747402
Avenida Antonio Jaramillo,,1,residential,yes,0.432141305983
Gonzalo Cabezas,,1,residential,yes,0.424178428624
J. Tipantuña,,1,residential,no,0.0528259151485
Jacinto Flores,,1,residential,,0.128459189631
,,1,residential,,0.118036362852
Avenida Alonso de Angulo,,3,secondary,yes,3.96891316893
,,2,tertiary,yes,0.954266434814
,,2,tertiary,yes,0.910438364396
,,1,residential,,0.102237124276
Avenida Teniente Hugo Ortiz,,2,tertiary,yes,1.37667422857
"Redondel de ""El Calzado""",,2,tertiary,yes,0.0
San Luis,,1,residential,no,0.57012795521
Upano,,1,residential,,0.209568078586
Bata,,1,residential,no,0.0715347854548
Guayllabamba,,1,residential,,0.25292851481
Avenida Bobonaza,,1,residential,,0.577444302326
Diego de Trujillo,,1,residential,,0.234207447953
Rio Colombo,,1,residential,no,0.107295935775
Cespedes,,1,residential,,0.342628683765
Celica,,1,residential,,0.0957795817234
Guaras,,1,residential,,0.074602613789
Río Colombo,,1,residential,no,0.0835207576404
Diego de Trujillo,,1,residential,no,0.0999895659336
Huacho,,1,residential,,0.149719753685
Cesar Chiriboga,,1,residential,-1,0.416551994484
Psj 2,,1,residential,,0.0609309346432
Andino,,1,residential,,0.0830455489618
Inti,,1,residential,no,0.685675966644
Ruben Davila,,1,residential,,0.0899696884877
,,1,residential,,0.116779536565
Rubén Dávila,,1,residential,no,0.1504458802
Gonzanama,,1,residential,,0.120391140471
Villonaco,,1,residential,,0.234043126445
Cayambe,,1,residential,,0.0785239583335
Cerro Hermoso,,1,residential,,0.0656105802651
1 de Mayo,,1,residential,yes,0.168145221997
Chambo,,1,residential,,0.244177955091
Tiocajas,,1,residential,,0.132358203467
Andes,,1,residential,,0.116257830126
Pedro Perez,,1,residential,,0.157337834904
Napo,,3,primary,yes,3.37323501686
1 de Mayo,,1,residential,yes,0.0314841748497
Allpahuasi,,2,tertiary,,0.262097387346
Cononaco,,1,residential,,0.19244438877
,,1,residential,,0.0691554170747
Salcedo,,1,residential,,0.331991102698
Cumbe,,1,residential,,0.147055119944
Jacinto Flores,,1,residential,,0.0932845606629
,,1,residential,,0.20406975832
Alpahuasi,,2,tertiary,no,1.42346936731
,,1,residential,,0.119553919111
Pedro Cobo,,1,residential,,0.334108842042
Diego Garcia,,1,residential,,0.369325775508
Rodrigo Ocampos,,1,residential,,0.451533868394
Juan Aguirre,,1,residential,,0.162754535275
Bartolomeo Alves,,1,residential,,0.54365090202
Juan Alczázar,,1,residential,,0.348672465442
Andres Pérez,,1,residential,,0.305318147634
Cobo,,1,residential,,0.250171742858
Martin de la Calle,,1,residential,,0.513268895173
Pedro Collazos,,1,residential,,0.406064520472
Pedro Cepero,,1,residential,no,0.429544048704
Alonso Gomez,,1,residential,no,0.580595666632
De la Huerta,,1,residential,no,0.2351825883
Lucas Bejarano,,1,residential,,0.0
Antonio Játiva,,1,residential,no,0.324053248163
Juan Borgoñón,,1,residential,no,0.401425861118
Juan Del Valle,,1,residential,yes,0.201586571956
Naranjito,,1,residential,,0.153327970266
Juan Del Prado,,1,residential,,0.362733358233
,,1,residential,,0.208583999287
G. Martin,,1,residential,,0.095699516277
,,1,residential,,0.205501902108
Diaz Ocampo,,1,residential,,0.170074631292
,,1,residential,,0.0546247239739
,,1,residential,,0.082889635618
Av. Pedro Vicente Maldonado,,3,secondary,yes,3.24215989772
Manuel Carrion S 11,,1,residential,,0.046857272071
Calvas S 10B,,1,residential,,0.346735599506
El Tambo,,1,residential,,0.120901289963
Andres Perez,,1,residential,yes,0.468120215776
Nono,,1,residential,,0.206728685829
Serapio Japerabi,,1,residential,no,0.0134602579835
Lino Curima,,1,residential,,0.563309431405
Gil Navarrete,,1,residential,,0.159897017233
Chinchipe,,1,residential,,0.237046279186
20 de Enero,,1,residential,,0.33378252773
,,1,residential,,0.0669329608111
Puerto Principe,,1,residential,,0.209356886807
,,1,residential,,0.244154512491
,,1,residential,,0.301803438372
Omaguas,,1,residential,,0.159970308409
Chinchipe,,1,residential,,0.17407192635
,,1,residential,,0.114385785103
Cabo Galarza,,1,residential,,0.591327228764
Omaguas,,1,residential,,0.143276863202
de Rojas,,1,residential,,0.317588246586
Francisco Hall,,1,residential,,0.254210782564
Ana P de Alfaro,,1,residential,,0.21283478445
Biblian,,1,residential,,0.11968692289
Mocha,,1,residential,no,0.229472941364
Juan Cueva,,1,residential,,0.0431102272315
,,1,residential,,0.0443785012291
Jose Castillo,,1,residential,,0.187287268909
Carlos Jarrín,,1,residential,,0.218644524142
Oe6a,,1,residential,,0.157973075121
Chilibulo,,1,residential,no,1.32944380704
Antonio Herrera,,1,residential,,0.323491652606
Felicísimo Lopez,,1,residential,,0.303552424137
,,1,residential,,0.0681766473215
,,1,residential,,0.0889645336155
,,1,residential,,0.0855339103779
Diego de Chavéz,,1,residential,,0.224415947096
Colonche,,1,residential,,0.293096307274
Urcuqui,,1,residential,,0.228146361818
Charles Lee,,1,residential,no,0.513966449324
,,1,residential,,0.0402559213003
,,1,residential,,0.0904608203388
Balsapamba,,1,residential,yes,0.278846576049
Marco Pamba,,1,residential,yes,0.261703271216
Cojitambo,,1,residential,no,0.22968475004
Secoya,,1,residential,no,0.103200934966
Jose Chican,,1,residential,,0.108122929983
Jose Jerves,,1,residential,,0.247347709786
M. Alonso,,1,residential,,0.209519282791
,,1,residential,,0.207413795609
Juan de Herrada,,1,residential,,0.380821174573
Pablo Alvear,,1,residential,,0.282655135082
Cipriano Fuentes,,1,residential,,0.628824535523
Pablo Charpentier,,1,residential,,0.101514452232
Mac Clellan,,1,residential,,0.0960478185589
E2A,,1,residential,,0.0988015440008
Mac Donald,,1,residential,,0.0943246169601
Virgilio Castillo,,1,residential,yes,0.128558429608
Virgilio Castillo,,1,residential,yes,0.133920417796
Dobbie,,1,residential,,0.135213330781
Manuel Adrian Navarro,,1,residential,,0.167533074496
Hinostroza,,1,residential,,0.0956742702646
Ana Paredes de Alfaro,,3,secondary,yes,3.15766916977
Gutiérrez,,1,residential,,0.0230652281457
Eguiguren,,1,residential,,0.16064762381
Jorge Stephenson,,1,residential,,0.555835629119
Temuco,,1,residential,,0.181512213773
Miguel Valverde,,1,residential,,0.417563089402
Hoppe Norton,,1,residential,no,0.0475743564421
Copiapo,,1,residential,,0.119384923762
,,1,residential,,0.0423476318758
El Zapotal,,1,residential,,0.0364022492087
Chimborazo,,3,primary,yes,0.973547521294
Sig Sig,,1,residential,,0.156567782542
,,1,residential,,0.0548342973303
Chican,,1,residential,,0.450490599539
Chican,,1,residential,,0.263934229478
Varas,,1,residential,,0.108675486655
,,1,residential,,0.183570657035
,,1,residential,,0.18421022652
,,1,residential,,0.0887656425314
,,1,residential,,0.0894431668902
,,1,residential,,0.0725429698019
Jose Rico,,1,residential,,0.0668401393505
Malacato,,1,residential,,0.0604599739194
,,1,residential,,0.147609834542
Guano,,1,residential,,0.123520670514
,,1,residential,,0.203907984418
,,1,residential,,0.184443660859
Cobo,,1,residential,,0.105347753587
