name,lanes,road_capacity_from_conversion,highway,oneway,road_capacity
,,1,residential,,0.154074785785
,,3,secondary_link,yes,0.265671005617
,,3,secondary_link,yes,0.10040830566
,,3,secondary,yes,0.463273484234
,,3,secondary,yes,0.271804006328
,,3,secondary,yes,0.120276000846
,,1,residential,,0.401513583394
,,1,residential,,0.216983263258
,,1,residential,,0.107091767505
,,3,primary_link,yes,0.258104447348
,,1,residential,,0.0650609450879
,,1,unclassified,,0.237499231825
,,1,residential,,0.283620120503
,,1,residential,,0.21560922472
,,1,residential,,0.102172093648
,,1,residential,,0.992001986136
,,1,residential,,0.912917737992
,,1,unclassified,,1.13580896685
,,1,residential,,0.20657180662
Avenida Lola Quintana,,3,secondary,yes,2.03298838062
,,3,secondary,,0.252163335189
,,3,secondary,,0.117497470183
,,3,secondary,yes,0.392274775488
,,1,unclassified,,0.992163137124
,,1,unclassified,,0.4381309618
,,1,unclassified,,0.529095699542
,,1,residential,,0.151255519378
,,1,unclassified,,0.114065341986
,,1,unclassified,,0.193741837208
,,1,unclassified,,0.453666904694
,,1,unclassified,,0.268622263596
,,1,residential,,0.268923225481
24 de Julio,,1,residential,,0.811284091766
,,1,unclassified,,0.145442840202
,,1,unclassified,,0.154504305113
Gran Colombia,,1,residential,,0.306581605504
,,1,unclassified,,0.0984360772667
,,1,residential,,0.0488901050132
,,1,unclassified,,0.608004100032
,,1,unclassified,,0.295625664739
Atahualpa,,1,residential,,0.38712061473
Sucre,,1,residential,,0.135879171247
,,1,unclassified,,0.879556132133
,,1,residential,,0.0853876575058
Cuenca,,1,residential,,0.258951712519
Babahoyo,,1,residential,,0.174242907841
Joege Ruiz,,1,residential,,0.211777354745
,,1,residential,,0.0853771811925
,,1,unclassified,,0.459003547573
,,2,tertiary,,0.835856110349
,,1,residential,,0.417928055175
Flavio Alfaro,,3,secondary,,3.39579303659
OE18,,1,residential,,0.120466044803
Mexico,,1,unclassified,,0.643499353109
,,1,residential,,0.188216132975
Calle 3,,1,service,,0.328805434229
Calle 1,,1,service,,0.0860280368323
,,1,service,,0.0619355372923
,,1,unclassified,,0.14220215978
El Guabo,,1,unclassified,,0.568703272533
,,1,service,,0.0578940514697
,,1,service,,0.0754129665264
,,1,residential,,0.0296510045339
,,1,residential,,0.279973212952
,,1,residential,,0.769431568996
,,3,primary,yes,0.397019553188
,,3,primary,yes,0.400586338792
Avenida General Rumiñahui,4,3,primary,yes,0.290406877311
Francisco de la Cueva,,1,unclassified,,0.635692019682
,,1,unclassified,,0.192007730545
,,1,unclassified,,0.20802187399
,,1,unclassified,,0.221946121318
,,1,unclassified,,0.693458557554
José Moscoso,,1,unclassified,,0.132878804476
Jose Orbea,,1,unclassified,,0.238210159192
,,1,unclassified,,0.113374761534
,,1,unclassified,,0.107244820461
25 de noviembre,,1,residential,,0.913685682759
,,1,unclassified,,0.115083849326
,,1,unclassified,,0.112274777155
,,1,unclassified,,0.177914960393
E Racines,,1,unclassified,,0.611198244345
,,1,unclassified,,0.0880388822739
,,1,unclassified,,0.105778793312
,,1,unclassified,no,0.587668135291
,,1,unclassified,,0.740497754006
,,1,unclassified,,0.271267525269
,,1,unclassified,,1.0191434772
,,1,unclassified,,0.149696990274
,,1,unclassified,,0.903326902198
,,1,unclassified,,0.740464958938
,,1,unclassified,,0.112764926365
Los Rosales,,1,unclassified,,0.109428242832
Jacarada,,1,unclassified,no,0.173741168689
Carlos Arroyo,,1,unclassified,no,0.335678578679
,,1,unclassified,,0.172312443839
,,1,unclassified,,0.175671124659
,,1,unclassified,,0.174043050733
,,1,unclassified,,0.169512633134
,,1,unclassified,,0.252696653017
Alba Calderón,,1,unclassified,no,0.628986050587
San Pedro,,1,unclassified,,0.633246661652
Higuhuaycu,,1,unclassified,,0.937513266663
,,1,unclassified,,0.339728228678
,,1,unclassified,,0.189434404219
,,1,residential,,0.167560357484
,,1,unclassified,,0.100834860499
,,1,unclassified,,0.12182345499
,,1,unclassified,,0.0882081240509
,,1,unclassified,,0.545473371887
,,1,unclassified,,0.700184712459
,,1,residential,,0.822649146317
Guillermo Rodriguez,,1,unclassified,no,0.713683288849
19 de marzo,,1,unclassified,,0.310381616337
,,1,unclassified,,0.129205757834
,,1,unclassified,,0.180266826826
,,1,unclassified,,0.145627873299
,,1,unclassified,,0.198688361404
,,1,unclassified,,0.39931786089
,,1,residential,,0.110079275458
,,1,residential,,0.145582075481
,,1,unclassified,,0.253750154152
,,1,unclassified,,0.375320724135
Manuel Benitez,,1,unclassified,,0.36874319607
,,1,unclassified,,0.133309097298
Las Orquideas,,1,unclassified,,0.177233942183
,,1,unclassified,,0.106798580859
Las Orquideas,,1,unclassified,,0.118030181432
Rosales,,1,residential,,0.150288354603
,,1,unclassified,,0.114985591968
Jose Flores,,1,residential,yes,0.0371853044026
,,1,unclassified,,0.226095144204
La dolorosa,,1,unclassified,,0.0745668356227
San Marcos,,1,unclassified,,0.654219375002
Las Azucenas,,1,unclassified,,0.297309127696
,,1,unclassified,,0.114511707886
Pastora Tufiño,,1,unclassified,,0.124116953426
Rafael Leon Larrea,,1,unclassified,,0.0671890302303
19 de marzo,,1,unclassified,,0.0898878655294
Luis Arturo Hinojosa,,1,unclassified,,0.134443003676
Carapungo,,1,residential,no,1.45105331716
,,1,residential,,0.205395104832
,,1,unclassified,,0.38441009227
,,1,residential,,0.0978102859628
,,1,residential,,0.232510614266
,,1,unclassified,,0.204746577549
,,1,unclassified,,0.644684878041
,,1,unclassified,,0.20428707285
28 de junio,,1,unclassified,,0.57390772135
El Arenal,,1,unclassified,,0.736408195133
,,1,unclassified,,0.357985380541
,,1,unclassified,,0.068798715417
Julio Parra,,1,residential,,0.440300216472
,,1,unclassified,,0.389188777792
,,1,unclassified,,0.187689976584
Fabian Paez,,1,unclassified,,0.124856868594
,,1,unclassified,,0.449215145234
San Carlos,,1,unclassified,no,0.749194310958
De las camelias,,1,residential,,0.640220540923
,,1,residential,,0.172006183172
,,1,residential,,0.0871977232367
,,1,residential,,0.153963902414
,,1,residential,,0.289268473039
,,1,residential,,0.1456626384
,,1,residential,,0.202806449101
,,1,residential,,0.423759856964
,,1,residential,,0.217865012156
,,1,residential,,0.272232840724
,,1,residential,,0.0666053694815
,,1,residential,,0.310637252781
,,1,residential,,0.31182244587
,,1,residential,,0.214914144521
,,1,residential,,0.074041628961
,,1,residential,,0.132325517114
,,1,residential,,0.278546056472
,,1,residential,,0.11094381126
,,1,residential,,0.249570025988
,,1,residential,,0.150841226916
,,1,residential,,0.168296303138
,,1,residential,,0.220377643189
,,1,residential,,0.249985275132
,,1,residential,,0.249695248262
,,1,residential,,0.121768189828
,,1,residential,,0.18732630796
,,1,unclassified,,0.334564375496
,,1,unclassified,,0.169155778327
Eugenio Espejo,,1,unclassified,,0.439569217593
Fabian Paez,,1,unclassified,,0.268883472121
,,1,unclassified,,0.0561227015869
Cipreses,,1,unclassified,,0.364667216791
juan Tufiño,,1,unclassified,,0.424248590133
,,1,unclassified,,0.367061830221
Linares,,1,unclassified,,1.16740632137
,,1,unclassified,,0.171565208086
,,1,unclassified,,0.117045484966
Monterrey,,1,unclassified,,0.6530791589
,,1,unclassified,,0.233021335771
,,1,unclassified,,0.283238485713
,,1,unclassified,,0.122322456719
,,1,unclassified,,0.204202836377
,,1,unclassified,,0.169197730296
Astudillo,,1,unclassified,,0.554231646897
Sucre,,1,unclassified,,1.13106327832
Calixto Muzo,,1,unclassified,,2.10236149329
,,1,unclassified,,0.499871836017
,,1,unclassified,,0.126946163036
,,1,unclassified,,0.125392754151
,,1,unclassified,,0.129722602234
,,1,unclassified,,0.0707346713675
,,1,unclassified,,0.0709949462044
,,1,unclassified,,0.134319290719
,,1,unclassified,,0.13613646124
,,1,unclassified,,0.138591684576
,,1,unclassified,,0.0595762571605
,,1,unclassified,,0.0620953622015
,,1,unclassified,,0.0618217031219
,,1,residential,,0.141672275984
,,1,residential,,0.0522984796268
,,1,residential,,0.0414228719217
,,1,unclassified,,0.187231663662
Modesto Chávez,,1,residential,,0.553354338784
Machana,,1,unclassified,,0.673076274401
4 de noviembre,,1,unclassified,,0.229592435071
Chingana,,1,unclassified,,0.229947701403
El Arenal,,1,service,,0.176644274242
Nusti,,1,unclassified,,0.220437509924
4 de noviembre,,1,unclassified,,0.0802415839796
Cacique,,1,unclassified,,0.211626523285
,,1,unclassified,,0.496897549974
,,1,unclassified,,0.382403918661
,,1,unclassified,,0.194754375022
,,1,unclassified,,0.126141990179
,,1,unclassified,,0.107320439739
,,1,unclassified,,0.109479355685
,,1,unclassified,,0.168872174891
Jose Barreiro,,1,residential,,2.09601114899
25 de Noviembre,,1,residential,no,1.06625074835
23 de abril,,1,unclassified,,0.363225396088
23 de abril,,1,unclassified,,0.16579728246
,,1,unclassified,,0.102368479749
,,1,unclassified,,0.179423143983
,,1,unclassified,,0.180761493218
,,1,unclassified,,0.173239904813
,,1,unclassified,,0.171241398948
José Moscoso,,1,unclassified,,0.184415732349
Miramelinda,,1,unclassified,,0.704259333666
,,1,unclassified,,0.079761941272
,,1,service,,0.229773210026
San Jorge,,1,unclassified,,0.235852027935
,,1,unclassified,,0.304703686941
,,1,service,,0.323290662107
,,1,unclassified,,0.135369041289
,,1,unclassified,,0.206919185099
,,1,unclassified,,0.232801602408
,,1,service,,0.0235209973334
Primavera,,1,unclassified,,0.28525182634
,,1,unclassified,,0.198030987624
,,1,residential,,0.268031984604
Roberto Andrade,,1,residential,,0.531596863212
Francisco Diaz,,1,residential,,0.379995927489
,,1,unclassified,,0.150366502306
,,1,unclassified,,0.128490170662
,,1,unclassified,,0.125921617594
,,1,unclassified,,0.126105306611
,,1,unclassified,,0.0817852888924
,,1,unclassified,,0.210593492598
,,1,unclassified,,0.249125286786
,,1,unclassified,,0.374913074268
,,1,unclassified,,0.288382901875
,,1,unclassified,,0.25327081764
,,1,unclassified,,0.346805621001
,,1,unclassified,,0.287267436006
,,1,unclassified,,0.123799098786
,,1,unclassified,,0.0457484880402
,,1,unclassified,,0.147320817231
,,1,unclassified,,0.143647293214
,,1,unclassified,,0.132133715432
,,1,unclassified,,0.128541230721
,,1,unclassified,,0.519519096996
Garcia Moreno,,1,residential,,2.80919669051
28 de junio,,1,residential,no,0.5550936306
Tungurahua,,1,residential,no,0.321772893871
,,1,unclassified,,0.219798605561
,,1,unclassified,,0.0926190416274
Imbabura,,1,residential,no,0.224811263162
Pichincha,,1,residential,no,0.224347545895
,,1,service,,0.203634545266
,,1,service,,0.0
,,1,service,,0.306846674083
,,1,service,,0.292817059042
,,1,service,,0.123938629558
,,1,service,,0.0974984888525
,,1,service,,0.268357374493
,,1,service,,0.257347342078
,,1,service,,0.0613401913428
,,1,service,,0.0212058514607
,,1,service,,0.117607889913
,,1,service,,0.111330785973
,,1,service,,0.113232120837
,,1,service,,0.103169131073
,,1,service,,0.0685379111199
,,1,unclassified,,0.120186541455
,,1,unclassified,,0.0330964239458
,,1,service,,0.153257888687
Calixto Muzo,,1,residential,,1.14227323543
,,1,service,,0.151400974653
,,1,unclassified,,0.129527735727
Federico Becerra,,1,unclassified,,0.125090573624
Tungurahua,,1,service,,0.209837584467
,,1,service,,0.208551869629
,,1,service,,0.206883315107
,,1,service,,0.208874497006
,,1,service,,0.161143260981
,,1,service,,0.184281739666
,,1,service,,0.117105068266
,,1,service,,0.120691569819
,,1,service,,0.124633204651
,,1,residential,,0.335729338544
,,1,residential,no,0.101918036346
Piedra de la Gasca,,1,unclassified,,0.330975704884
Leonidas Proano,,1,residential,,0.610428721688
Juan Cruz Valle,,1,unclassified,,0.480978530541
,,1,unclassified,,0.205575661722
,,1,residential,,0.389472821932
,,1,residential,,0.194255917291
Francisco Del Campo,,1,residential,,1.05971535632
Mercedes González Moscoso,,1,residential,,0.779259800199
Jose Ordoñez,,1,residential,,0.402491602281
Octavio Cordero,,1,residential,,0.326363418418
,,1,residential,,0.101211696982
Bartolomeo Hernández,,1,residential,no,0.300046005825
Pedro de Agandona,,1,residential,,0.362690038554
Carrazco,,1,residential,,0.229934857099
Miguel Muñoz,,1,residential,,0.0766867860862
Jose Ordoñez,,1,residential,,0.930214590064
,,1,residential,,0.158614864566
,,1,residential,,0.367679656717
,,1,residential,,0.0988502395983
,,1,residential,,0.108149719299
H Andino,,1,residential,,0.190326760128
Duarte,,1,residential,,0.0686259847859
Francisco Maynes,,1,residential,,0.222438879956
,,1,residential,,0.069927703985
,,1,residential,,0.0704623493389
,,1,residential,,0.211772402586
Quiroz,,1,residential,,0.225738988033
Bartolomé de la Rosa,,1,residential,,0.06656541361
Pedro Velasco,,1,residential,,0.0703516467156
M. Mondragon,,1,residential,,0.18332238869
Rodrigo de Villalobos,,1,residential,,0.18680801731
,,1,residential,,0.0768128335478
,,1,residential,,0.0774803419515
Moreta,,1,residential,,0.0771588550975
Alfonso de Jerez,,1,residential,,0.249468483091
Espinoza,,1,residential,,0.180544659551
Matilde Hidalgo,,1,residential,,0.182435589737
Andrés Morales,,1,road,,0.0685662332333
T. Bustamante,,1,residential,,0.0677706077161
Eic,,1,residential,,0.0689509007431
E2a,,1,residential,,0.0701479531463
Miguel de la Rosa,,1,residential,,0.226098025053
J. Lenos,,1,residential,,0.233497727954
Aguilar,,1,residential,,0.075457468397
Mendez,,1,residential,,0.0758583619995
Francisco García,,1,residential,,0.229270749085
H. Vasquez,,1,residential,,0.146494015053
C.torres,,1,residential,,0.24500547859
,,1,residential,,0.0659278609092
,,1,residential,,0.192570154786
D. de Vacas,,1,residential,,0.0726566487071
F. Aguilar,,1,residential,,0.0718740421497
,,1,residential,,0.105063842125
Andres Guillen,,1,residential,,0.261993892577
,,1,residential,,0.0535967346517
Antonio Nuenas,,1,residential,,0.107167760529
Vacas Diego,,1,residential,,0.128630861338
,,2,tertiary,,0.0
Clemente Yerovi,,2,tertiary,yes,0.11713801766
Clemente Yerovi,,2,tertiary,yes,0.0491986109165
Avenida República Dominicana,,1,residential,,0.699752902596
José Enrique Guerrero,,1,residential,,0.530480605723
Fco. Sánchez,,1,residential,,0.503300558929
Gonzalo Duarte,,1,residential,,0.227583844164
Chica,,1,residential,,0.103686287894
,,1,road,,0.0770742048732
,,1,road,,0.0769326979986
García Nobel,,1,residential,,0.152021194618
Cosme Osorio,,1,residential,,0.188643424611
,,1,road,,0.0551712539325
A. Plaza,,1,residential,,0.0838735052402
Alejandro Ponce Borja,,1,residential,,0.690277728617
Francisco Velásquez,,1,residential,,0.128939610584
Misael de Velasco,,1,residential,,0.111442576577
F. de Cieza,,1,residential,,0.0774004734417
Oe3e,,1,residential,,0.0755921248087
Oe3d,,1,residential,,0.0755101025153
Alfonso López,,1,road,,0.0372665786215
Rodrigo Nuñez,,1,residential,,0.106394419581
Gonzalo Gordillo,,1,residential,,0.336636105918
P. Salinas,,1,residential,,0.0769912277028
Alonso López,,1,residential,,0.110368577465
Moriel,,1,residential,,0.155300221279
Miguel Muñoz,,1,residential,,0.1103542169
Psje Pedro de Atienza,,1,residential,,0.184016408039
J. Lovato,,1,residential,,0.0793693557335
Jorge Gutierrez,,1,residential,,0.225343483776
Juan Bretón,,1,residential,,0.109878600876
,,1,service,,0.0584739681126
,,1,service,,0.0584092690379
Gaspar de la Plaza,,1,residential,,0.18541618388
,,1,residential,,0.110911366544
Hernando Paredes,,1,residential,,0.380597654308
J. del Pozo,,1,residential,,0.0768749307483
Alonzo Lopez,,1,residential,,0.150260340563
García B.,,1,service,,0.0711544944235
Vargas,,1,residential,,0.162615074654
De La Mora,,1,residential,,0.113265621222
Mota,,1,residential,,0.274933955961
,,1,residential,,0.0918059262117
Cristobal Alvez,,1,residential,,0.228601057286
Antonio Ruiz,,1,residential,,0.224928710327
Francisco Ruíz,,1,service,,0.058355735762
C. Alvarez,,1,residential,,0.105111752993
Anton Vazquez,,1,residential,,0.182892049714
A. Diaz Malavert,,1,residential,,0.228375224415
P. Frutos,,1,residential,,0.304473727583
P. Londoño,,1,residential,,0.0675347557386
,,1,residential,,0.0704469278712
Sama,,1,residential,,0.0809202760639
Moreno,,1,residential,,0.0785727166072
Gaspar Caniero,,1,residential,,0.0790225519333
G. Perez,,1,residential,,0.0759440237954
Correa,,1,residential,,0.0754572013969
,,1,residential,,0.0689635571102
,,1,residential,,0.0701556385029
,,1,residential,,0.0178195246458
Alonso Diaz Almaraz,,1,residential,,0.241927385579
Juan de la  Merced,,1,residential,,0.344792874608
Juan Tirado,,1,residential,,0.245085907815
,,1,residential,,0.0904245532835
H.de Parra,,1,residential,,0.240773175098
H. Moran,,1,residential,,0.0692315278541
A. Prado,,1,residential,,0.0672747826138
,,1,residential,,0.0668349095163
A Lobon,,1,residential,,0.0668426879164
,,1,residential,,0.22364690497
Antonio Muñoz,,1,residential,,0.134777996129
Pedro de la Guardia,,1,residential,,0.0753563731319
Marquez,,1,residential,,0.0760208147115
,,1,residential,,0.0815190822071
N77b,,1,residential,,1.1190810378
Isidro Ayora,,1,residential,,0.182775769802
Manuel Benigno,,1,residential,,0.896521701772
Mariano Suarez,,1,residential,,0.554321344418
,,1,residential,,0.130622734867
Agustin Cueva,,1,residential,,0.787944187358
Ramon Barrera,,1,residential,,0.230175998499
Carbajal,,1,residential,,0.455149794886
,,1,residential,,0.0920333051964
,,1,residential,,0.0909870032211
,,1,residential,,0.108176511527
,,1,residential,,0.0970195720051
,,1,residential,,0.105973483616
,,1,residential,,0.0440637209146
,,1,residential,yes,0.0
Calle I B,,1,residential,,0.602957924429
,,1,residential,,0.0680030634703
,,1,residential,,0.0681252985267
Calle I H,,1,residential,,0.273541765226
,,1,residential,,0.207236583341
Calle H,,1,residential,,0.179315360759
calle N88,,1,residential,,0.215464764424
,,1,residential,,0.111134576885
,,1,residential,,0.112228434805
,,1,residential,,0.350999340554
Calle 4,,1,residential,,0.224262292115
Calle B,,1,residential,,0.161061728894
Calle A,,1,residential,,0.152405785099
,,1,residential,,0.106756046077
,,1,residential,,0.101587284675
Calle 2,,1,residential,,0.187332961619
Calle 2,,1,residential,,0.198781384857
Calle 3,,1,residential,,0.207489833869
,,1,residential,,0.0917857655977
Calle J,,1,residential,,0.0738940773928
Calle K,,1,residential,,0.081363188653
Calle L,,1,residential,,0.25608394477
Calle 5,,1,residential,,0.223171899999
Calle 6,,1,residential,,0.220485707523
Calle I,,1,residential,,0.0983478578563
Calle 7,,1,residential,,0.22160440747
Calle 8,,1,residential,,0.221729018685
Velasco Ibarra,,1,residential,,0.367598301591
Calle 1 A,,1,residential,,0.270522978662
,,1,residential,,0.368400899192
,,1,residential,,0.0613258425838
Calle   JC,,1,residential,,0.888570892119
,,1,residential,,0.0919670807442
,,1,residential,,0.0904114167032
,,1,residential,,0.0884170690752
,,1,residential,,0.0899818457861
,,1,residential,,0.0869540843264
L. Freire,,1,residential,,0.276403398904
Oe3G,,1,residential,no,0.118282854234
A Larrea,,1,residential,,0.218783260838
E.Mosquera,,1,residential,,0.189519410464
Liborio Madera,,1,unclassified,,0.386048833373
,,1,residential,,0.0466983429222
M. Tinajero,,1,residential,,0.36090814741
Luis Tola,,1,residential,,0.226288304918
Juan Villauri,,1,residential,,0.319114929174
,,1,residential,,0.11334662196
,,1,residential,,0.155799106401
N87b,,1,residential,,0.385662845663
,,1,residential,,0.236343988213
,,1,residential,,0.17785889186
N87a,,1,residential,,0.460139840016
,,1,residential,,0.19152244707
,,1,residential,,0.367995582908
,,1,residential,,0.200743331102
,,1,residential,,0.282751949571
,,1,road,,0.119387597728
,,1,road,,0.15701349704
Calle 9,,1,residential,,0.202858380837
Calle M,,1,residential,,0.319555281181
Calle I,,1,residential,,0.263286290096
,,1,residential,,0.0483932827156
,,1,residential,,0.115840159274
,,1,residential,,0.481730027122
,,1,residential,,0.0756220323557
,,1,residential,,0.431768148016
,,1,residential,,0.149886385226
,,1,residential,,0.117031960555
N88,,1,unclassified,,0.451612540227
,,1,residential,,0.126240608566
,,1,residential,,0.0732904882164
,,1,residential,,0.0581533190505
,,1,residential,,0.093553841404
,,1,unclassified,,0.874446548811
Calle 2-G,,1,residential,,0.523499317261
Av 3g,,1,unclassified,,0.953885374883
Calle 2X,,1,residential,,0.254441010805
Calle 2R,,1,unclassified,,0.097441067562
,,1,unclassified,,0.34760238436
,,1,unclassified,,0.297587282196
,,1,unclassified,,0.0821288012398
,,1,unclassified,,0.29021115931
,,1,unclassified,,0.205557086117
,,1,unclassified,,0.186770467547
,,1,unclassified,,0.474577409777
,,1,unclassified,,0.119789255368
,,1,unclassified,,0.0613385532218
,,1,unclassified,,0.180741501976
Calle 2a,,1,unclassified,,0.124846362604
2c,,1,residential,,0.522906606043
Calle 2B,,1,residential,,0.751979527112
,,1,residential,,0.141474628927
Calle 2B,,1,residential,,0.901000545738
2c,,1,residential,,0.892284746302
,,1,residential,,0.408310716384
Calle 2A,,1,residential,,0.811402793299
Calle A,,1,residential,no,0.66979507874
Calle G,,1,residential,no,0.543817358999
Calle F,,1,residential,no,0.557344856531
Calle E,,1,residential,no,0.15162214185
,,1,residential,,0.269144102048
Calle D,,1,residential,no,0.593600156419
Calle C,,1,residential,,0.606517902041
Calle B,,1,residential,no,0.622379526514
,,1,residential,,0.480373266006
,,1,residential,,0.352271859316
,,1,residential,,0.436518476067
,,1,residential,,0.104414379582
,,1,residential,,0.0773225057193
,,1,residential,,0.164409733302
,,1,residential,,0.310140668865
,,1,residential,,0.514393620221
,,1,residential,,0.353517023115
,,1,residential,,0.252278415489
,,1,residential,,0.40857440372
,,1,residential,,0.175244599323
,,1,residential,,0.177906097166
,,1,residential,,0.0420536658309
,,1,residential,,0.318076879485
,,1,residential,,0.243359267507
,,1,residential,,0.383303335153
,,1,residential,,0.438066506889
,,1,residential,,0.495623757777
,,1,residential,,0.170848265465
,,1,residential,,0.190116582129
,,1,residential,,0.314108177228
,,1,residential,,0.140645494898
,,1,residential,,0.194142408823
,,1,residential,,0.237562313559
,,1,residential,,0.21040575755
,,1,residential,,0.181157364425
,,1,residential,,0.25210403249
,,1,residential,,0.260644603413
,,1,residential,,0.261120164217
,,1,residential,,0.188980626302
,,1,residential,,0.127798368366
,,1,residential,,0.0997190607991
,,1,residential,,0.081069843846
,,1,residential,,0.466147005062
,,1,residential,,0.243958033319
,,1,residential,,0.329298668152
,,1,residential,,0.118827549803
,,1,residential,,0.0946442331701
,,1,residential,,0.175182612874
,,1,residential,,0.118044399391
,,1,residential,,0.374721598606
,,1,residential,,0.178366628543
,,1,residential,,0.269270692637
,,1,residential,,0.176418202459
,,1,residential,,0.489231296079
,,1,residential,,0.518822198643
,,1,residential,,0.158947392894
,,1,residential,,0.156429079455
,,1,residential,,0.205400371386
,,1,residential,,0.126520504356
,,1,residential,,0.0973778981833
,,1,residential,,0.172106647901
,,1,residential,,0.0536605994785
,,1,residential,,0.0609150683125
,,1,residential,,0.147687749368
,,1,residential,,0.436592376152
,,1,residential,,0.479345773577
,,1,residential,,2.01861280986
,,1,residential,,0.132191214447
,,1,residential,,0.199494410542
,,1,residential,,0.116102583753
,,1,residential,,0.233870445208
,,1,residential,,0.518134225422
,,1,residential,,0.195923408352
,,2,tertiary,,0.659983621104
,,1,residential,,0.138768284057
,,1,residential,,0.63534741062
,,1,residential,,0.530705684813
,,1,unclassified,,0.944387085287
,,1,residential,,0.386487058594
,,1,residential,,0.192907636617
,,1,residential,,0.213621801536
,,1,residential,,0.223023796988
,,1,residential,,0.205926052812
,,1,residential,,0.263575907119
,,1,residential,,0.238608206503
,,1,unclassified,,0.165270793033
,,1,unclassified,,0.0742152988429
,,1,unclassified,,0.125662877414
,,1,unclassified,,0.0692371160179
,,1,unclassified,,0.246475399869
,,1,unclassified,,0.278180187829
,,1,unclassified,,0.134304151937
,,1,unclassified,,0.0909850660249
,,1,residential,,0.0492313110684
,,1,unclassified,,0.0680869007779
,,1,unclassified,,1.74784991292
,,1,unclassified,,1.10324096634
,,1,unclassified,,0.210305695463
,,1,unclassified,,0.200865699736
,,1,unclassified,,0.372694111233
,,1,unclassified,,0.0885797374005
,,1,unclassified,,0.383276609391
,,1,unclassified,,0.335441360339
,,1,unclassified,,0.122802472631
,,1,unclassified,,0.842263547657
,,1,unclassified,,0.235209307862
,,1,unclassified,,0.237848792076
,,1,unclassified,,0.249974546392
,,1,unclassified,,0.989078003152
,,1,unclassified,,0.276474264812
,,1,unclassified,,0.336840347022
,,1,unclassified,,2.33707794193
,,1,unclassified,,0.645760323044
,,1,unclassified,,0.680147201033
,,1,unclassified,,0.111346765459
,,1,unclassified,,0.145666060779
,,1,unclassified,,0.589265893435
,,1,unclassified,,0.194629557919
,,1,unclassified,,0.0608524793073
,,1,unclassified,,0.142736079515
,,1,unclassified,,0.111934973329
,,1,unclassified,,0.562730851305
,,1,residential,,0.805030660578
Alvaro Perez,,1,unclassified,,0.929865442513
Padre Luis Vaccari,2,3,secondary,yes,4.24492309754
,,1,service,,0.223463362883
,,1,service,,0.104705196961
,,1,unclassified,,0.138551200632
,,1,unclassified,,0.149348313701
Corazon de Jesus,,1,unclassified,,0.380367509102
,,1,unclassified,,0.0858182786135
,,2,tertiary,yes,0.142753436961
,,2,tertiary,yes,0.11096082288
Alfonso Moncayo,,1,unclassified,,0.373114303049
El Arenal,,1,residential,,0.0621580270278
,,1,service,,0.1864750422
Los Eucaliptos,,1,unclassified,,0.449710264593
Jose Antonio Groos,,1,residential,,0.333887806851
,,1,service,,0.18329957248
Jose Viteri,,1,residential,,0.863358538836
Leonidas Proaño,,1,unclassified,,1.22425357837
San Jose,,1,unclassified,,0.271467301542
San Camilo,,1,unclassified,,0.62234537679
San Francisco,,1,unclassified,,0.1073728888
San Mateo,,1,unclassified,,0.106728637719
San Alfonso,,1,unclassified,,0.588343597231
Santa Teresa de Jesus,,1,unclassified,,0.19338673492
,,1,unclassified,,0.138520815043
Neptaly Godoy,,1,residential,,0.780494506402
Rio Amazonas,,1,residential,,0.255039152285
Rio Bonanza,,1,residential,,0.245997823249
,,1,residential,,0.292585111941
,,1,residential,,0.244669412088
,,1,residential,,0.0661440804287
,,1,residential,,0.0663043335954
Rio Palora,,1,residential,,0.116650838013
,,1,residential,,0.169965679206
,,1,residential,,0.114044638789
,,1,residential,,0.0629201263756
,,1,residential,,0.0668671129175
Rio Cuyabeno,,1,residential,,0.282998105706
,,1,residential,,0.169965682101
,,1,residential,,0.0620196195737
,,1,residential,,0.120633556106
,,1,residential,,0.167621309075
,,1,residential,,0.0589576756809
,,1,residential,,0.0620187503616
,,1,residential,,0.120644578333
,,1,residential,,0.062990316256
,,1,residential,,0.058913586693
,,1,residential,,0.0627000421303
,,1,residential,,0.196269444215
Rio Quijos,,1,residential,no,0.641095514795
Rio Macara,,1,residential,,0.150590602885
,,1,residential,,0.137237162216
,,1,residential,,0.118824413306
,,1,residential,,0.10302498461
,,1,residential,,0.139829858814
,,1,residential,,0.0901846421705
,,1,residential,,0.140944136697
,,1,residential,,0.112169465944
,,1,residential,,0.120934883521
,,1,residential,,0.177578398952
Calle 12,,1,residential,,0.268514023736
,,2,tertiary,,0.309379756988
,,1,residential,,0.119726122855
,,1,residential,,0.230345090916
,,2,tertiary,,0.150541462073
,,1,residential,,0.639681243671
,,1,residential,,0.923752637975
,,2,tertiary,,3.44206162826
San Francisco De Rumihurco,,1,residential,no,1.07061909913
San Francisco De Rumihurco,,1,residential,,0.0634001605849
,,1,unclassified,,0.25183938456
,,1,unclassified,,0.244345973774
,,1,unclassified,,0.607514844308
,,1,unclassified,,0.419990870766
,,2,tertiary,,1.6533426091
,,1,unclassified,,0.266003647374
,,1,unclassified,,0.418068192856
Juan Procel,,1,residential,,0.231844522458
,,2,tertiary,,1.39130406842
,,1,unclassified,,0.160298817861
,,1,residential,,0.509430635447
,,1,residential,,0.28492181256
,,1,service,,0.201878918163
,,1,service,,0.199964345369
