name,lanes,road_capacity_from_conversion,highway,oneway
Calle de los Sagrados Corazones,,1,residential,yes
Calle de Pablo Sarasate,,1,residential,
,,1,service,yes
Plaza de Ricla,,1,pedestrian,
Calle del Conde de Romanones,,1,residential,yes
,,1,residential,yes
Calle de Juan Álvarez Mendizábal,,1,residential,yes
Calle de Segovia,,2,tertiary,
,,1,service,
Calle de Santa Pola,,1,residential,
,,1,residential,
,1,4,motorway_link,yes
Plaza de la Meseta,,1,residential,
,,1,service,
,,1,service,
,,1,service,
Calle de Aramís,,1,residential,yes
Calle Irún,,1,residential,no
Calle de Lugo,,1,residential,yes
Calle de O'Donnell,,3,primary,yes
,,1,residential,
Plaza de Ortega y Munilla,,3,primary,
Plaza de San Pol de Mar,,1,residential,
Paseo de las Acacias,,3,primary,yes
Paseo de las Acacias,,3,primary,yes
Paseo de las Acacias,,3,primary,yes
Paseo de las Acacias,2,3,primary,yes
Calle de Alverja,,1,residential,
Calle de Sepúlveda,,1,residential,yes
Calle de Cebreros,,1,residential,yes
Calle de Cebreros,,1,residential,no
Calle de Carlina,,1,residential,no
Calle Pedro de Repide,,1,residential,yes
Paseo de los Jesuitas,,1,residential,
Calle del General Lorenzo,,1,residential,yes
Calle de Juan Tomero,,1,residential,yes
Paseo del Rey,,1,residential,no
Paseo del Rey,,1,residential,yes
,,1,residential,yes
Calle de Vinuesa,,1,residential,yes
Calle de la Industria,,1,residential,yes
Paseo Imperial,,2,tertiary,
,,1,unclassified,yes
Calle de Avilés,,1,residential,yes
,1,4,motorway_link,yes
Calle de San Pol de Mar,,1,residential,
Calle de Priego,,1,residential,yes
Calle de Gijón,,1,residential,yes
Calle de Andújar,,1,residential,yes
Paseo de Yeserías,,2,tertiary,
Paseo del Comandante Fortea,,1,residential,
Avenida de Valladolid,3,3,secondary,yes
Avenida de Valladolid,2,3,secondary,yes
Avenida de Valladolid,3,3,secondary,yes
Avenida de Valladolid,2,3,secondary,yes
Calle de la Grandeza Española,,1,residential,yes
Calle de Pericles,,1,residential,yes
Calle de Pericles,,1,residential,
Calle de Caramuel,,1,residential,yes
Calle de Jaime Vera,,1,residential,yes
Calle de Pedro Fernández Labrada,,1,residential,yes
Calle de Pedro Fernández Labrada,,1,residential,
Calle de la Colina,,1,residential,
Calle del Arrecife,,1,residential,
,,1,pedestrian,
Plaza del Marqués de Salamanca,,2,tertiary,yes
Plaza del Marqués de Salamanca,,2,tertiary,yes
Calle de Príncipe de Vergara,,3,secondary,yes
Calle del Príncipe de Vergara,,3,secondary,yes
Calle de Doña Mencía,,1,residential,
Calle de la Libertad,,1,residential,yes
Calle de Severino Aznar Embid,,1,residential,
Calle del Acantilado,,1,residential,
Calle de Fuenteovejuna,,1,residential,
Calle de Hilario Sangrador,,1,residential,
Calle Huerta de Castañeda,,1,residential,yes
,,1,residential,yes
Calle de Toledo,,3,primary,yes
Calle de Manuel Muíño Arroyo,,1,residential,
Calle de Manuel Muíño Arroyo,,1,residential,yes
Calle Solana de Luche,,1,residential,yes
Calle Solana de Luche,,1,residential,yes
Calle de María del Carmen,,1,residential,
Calle de Santa Aurea,,1,residential,
Calle de Sepúlveda,,3,secondary,yes
Calle de Sepúlveda,,3,secondary,yes
Calle Magín Calvo,,1,residential,yes
Calle Fidias,,1,residential,yes
Calle Fidias,,1,residential,
Calle de Federico Mayo,,1,residential,
Calle de Toledo,,2,tertiary,yes
Calle de Tutor,,1,residential,yes
Calle de Toledo,,3,primary,yes
Calle de Genserico,,1,residential,
Calle del Doctor Vallejo Najera,,1,residential,yes
Paseo de los Jesuitas,,1,residential,
Calle de San Felices,,1,residential,
Paseo de Extremadura,,3,secondary,yes
,,1,pedestrian,
Calle Baena,,1,residential,
,,4,motorway_link,yes
Costanilla del Patriarca,,1,residential,
Calle Costanilla de los Capuchinos,,1,residential,yes
Calle de Hervás,,1,residential,yes
,,2,tertiary,yes
Calle Batalla del Salado,,1,residential,yes
Calle de Gargantilla,,1,residential,yes
Paseo de la Esperanza,,2,tertiary,yes
Glorieta de Ruiz Jiménez,3,3,primary,yes
Paseo de Extremadura,2,3,secondary,
Puente de Segovia,,2,tertiary,yes
Paseo de Extremadura,2,3,secondary,
Paseo de Extremadura,2,3,secondary,
Paseo de Extremadura,2,3,secondary,
Glorieta de Ruiz Jiménez,3,3,primary,yes
Calle de Alejandrina Morán,,1,residential,yes
,,1,residential,-1
Calle de Ribota,,1,residential,yes
Calle de Pinarejo,,1,residential,yes
Calle de Pradales,,1,residential,yes
Calle de Coca,,1,residential,yes
Plaza de Remondo,,1,residential,yes
Calle de Juan Duque,1,1,residential,yes
Paseo de Ruperto Chapí,,1,unclassified,yes
Paseo de Ruperto Chapí,,1,unclassified,yes
Paseo de Camoens,,3,secondary,yes
Calle de Alberto Aguilera,3,3,primary,yes
Calle de la Princesa,3,3,primary,yes
Calle de la Princesa,3,3,primary,yes
Calle de la Princesa,3,3,primary,yes
Calle del Arcipreste de Hita,3,1,residential,yes
,,1,residential,no
Calle de Manuel Fernández Caballero,1,1,residential,yes
Gran Vía,2,3,primary,yes
Gran Vía,2,3,primary,yes
Calle de Vicenta Parra,,1,residential,
,1,1,residential,yes
,,1,residential,
Corredera Baja de San Pablo,,1,residential,yes
Calle de Santa Bárbara,,1,residential,yes
Calle Única,,1,residential,
,,1,pedestrian,
Calle de Mejía Lequerica,,1,residential,
Calle de Sagasta,,3,primary,yes
Calle de Sagasta,,3,primary,yes
Calle de Las Naves,,1,residential,no
Calle de López de Hoyos,,1,residential,yes
,,1,service,
Paseo de la Ermita del Santo,,2,tertiary,yes
Paseo de la Ermita del Santo,,2,tertiary,yes
Paseo de la Ermita del Santo,,2,tertiary,yes
Paseo de la Ermita del Santo,,2,tertiary,yes
Paseo de San Illán,,1,residential,yes
Paseo de la Ermita del Santo,,2,tertiary,yes
Paseo de la Ermita del Santo,,2,tertiary,yes
Paseo de la Ermita del Santo,,2,tertiary,
Calle de la Obertura,,1,residential,yes
,,4,motorway_link,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
Travesía de Iván de Vargas,,1,residential,yes
Avenida del Manzanares,,1,residential,yes
Calle del Marqués de la Ensenada,,1,residential,yes
Calle de Pelayo,,1,living_street,yes
Calle de Orellana,,1,residential,yes
Calle García Gutierrez,,1,residential,yes
Calle de Orellana,,1,residential,yes
Calle de Orellana,,1,residential,yes
,,1,service,
Travesía de las Beatas,,1,residential,yes
Plaza de los Mostenses,,1,residential,yes
Calle de San Lucas,,1,residential,yes
Travesía de la Parada,,1,pedestrian,
Calle de Santa Teresa,,1,residential,yes
,,1,service,yes
Plaza de Santa Bárbara,,1,pedestrian,
,,1,service,yes
Calle de Ricardo León,,1,residential,
Calle Gonzalo Jiménez de Quesada,,1,residential,yes
Calle de Ricardo León,,1,residential,yes
Plaza de los Mostenses,,1,pedestrian,
Calle del General Mitre,,1,residential,yes
Calle de los Tudescos,,1,pedestrian,
,,1,service,yes
Calle de los Tudescos,,1,pedestrian,yes
Glorieta de Ruiz Jiménez,4,3,primary,yes
Glorieta de Ruiz Jiménez,4,3,primary,yes
Glorieta de Ruiz Jiménez,4,3,primary,yes
Glorieta de Ruiz Jiménez,4,3,primary,yes
,,3,primary_link,yes
,,1,pedestrian,
Calle de Mazarredo,1,1,residential,
Calle de Alburquerque,1,1,residential,yes
Calle de Trafalgar,,1,residential,
Calle del Preludio,,1,residential,
,,1,service,
Calle de Luchana,,3,secondary,no
,,1,pedestrian,
Plaza de Cánovas del Castillo,,2,tertiary,yes
Calle de Alcalá,4,3,primary,yes
Calle de Alcalá,4,3,primary,yes
M-30,2,4,motorway,yes
Paseo de la Virgen del Puerto,2,4,motorway,yes
Calle de la Montera,,1,living_street,yes
Glorieta de las Pirámides,,3,primary,
Calle del Almirante Requesens,,1,residential,
Calle de Fuendetodos,,1,residential,yes
Calle de Mejía Lequerica,,1,residential,no
Calle de Luisa Muriel,,1,residential,
,,1,service,
Calle de Pedro Muñoz Seca,,1,residential,yes
,,1,residential,yes
Calle de Atocha,,1,residential,yes
,,1,service,yes
,,1,service,yes
,,1,service,yes
,,1,service,
Calle de Atocha,,1,residential,yes
Glorieta Puerta de Toledo,,3,primary,
Calle del Comercio,2,3,primary,yes
Paseo de la Virgen del Puerto,5,3,secondary,no
Calle de Segovia,3,3,secondary,
Calle Cava de San Miguel,,1,residential,yes
Calle de la Colegiata,,2,tertiary,yes
Paseo de Extremadura,2,3,secondary,yes
Calle de Jaime Vera,,1,residential,yes
Paseo de Extremadura,2,3,secondary,yes
Paseo de Extremadura,2,3,secondary,yes
Calle de Pablo Casals,,1,residential,yes
Calle de Sisebuto,,1,residential,yes
Calle de Pablo Casals,,1,residential,
Calle de Pablo Casals,,1,residential,yes
Calle de Sepúlveda,,3,secondary,
Calle de Sepúlveda,,3,secondary,
Calle de Sepúlveda,,3,secondary,
Calle de Caramuel,,2,tertiary,yes
Calle de Caramuel,,2,tertiary,yes
Calle de Caramuel,,2,tertiary,yes
Calle de Caramuel,,2,tertiary,yes
Calle de la Vía Carpetana,,2,tertiary,yes
Paseo de Extremadura,2,3,secondary,yes
Paseo de Extremadura,2,3,secondary,yes
Calle de la Colegiata,,2,tertiary,yes
,,3,secondary,yes
,,1,unclassified,yes
Calle Repullés y Vargas,,1,residential,
Calle Repullés y Vargas,,1,residential,yes
Costanilla de los Desamparados,,1,residential,yes
Plaza del Emperador Carlos V,,3,primary,yes
Paseo de la Infanta Isabel,4,3,primary,yes
Calle de Toledo,,2,tertiary,
Calle de Sagasta,,3,primary,yes
Calle de Baleares,,1,residential,yes
Calle de Ferraz,1,1,residential,yes
Paseo de la Infanta Isabel,2,3,primary,yes
Avenida de la Ciudad de Barcelona,2,3,primary,yes
Calle de la Paz,,1,living_street,yes
Calle de la Concepción Jerónima,,2,tertiary,yes
Callejón de la Concepción Jerónima,,1,living_street,
Plaza de la Provincia,,2,tertiary,
,,1,residential,yes
Calle de Soler y González,,1,residential,
Travesía de la Encomienda,,1,pedestrian,
Calle de las Dos Hermanas,,1,residential,yes
Calle de San Bruno,,1,residential,
Calle Grafal,,1,residential,yes
,,1,service,yes
Calle de San Ildefonso,1,1,residential,yes
Calle de Pablo Sarasate,,1,residential,
Calle del Pastor Muriel,,1,residential,
Calle de Doña Mencía,,1,residential,
Calle de Sepúlveda,,3,secondary,yes
Paseo de Extremadura,2,3,secondary,yes
Calle de los Mártires de Alcalá,3,1,residential,yes
Glorieta de las Pirámides,,3,primary,
Glorieta de las Pirámides,,3,primary,
Calle de Mauregato,,1,residential,yes
Paseo de Extremadura,2,3,secondary,yes
Túnel de Mariano de Cavia,2,3,primary,no
Avenida del Mediterráneo,2,3,primary,yes
Paseo de la Reina Cristina,2,3,primary,yes
Paseo de la Reina Cristina,2,3,primary,no
Calle de Albéniz,,1,residential,
Calle del Almirante Requesens,,1,residential,
Calle de Turismundo,,1,residential,yes
Calle Navas del Rey,,1,residential,
Calle del Almirante Requesens,,1,residential,
Camino del Teleférico,,1,unclassified,
Calle de Herminio Puertas,,1,residential,
Plaza de la Puerta del Ángel,,1,residential,yes
Plaza de la Puerta del Ángel,,1,residential,
Calle de La Alhambra,,2,tertiary,no
,,1,service,yes
,,1,service,yes
,,1,service,yes
Plaza de la Cebada,,2,tertiary,
Calle de Alcalá,,3,primary,yes
Calle de Alcalá,,3,primary,yes
Plaza de la Independencia,6,3,primary,yes
Calle de la Princesa,3,3,primary,yes
Calle de Quintana,2,1,residential,yes
Calle de la Princesa,3,3,primary,yes
Calle de Vallehermoso,,1,residential,yes
Calle de Fernández de los Ríos,,1,residential,yes
Calle de Fernández de los Ríos,,1,residential,yes
Calle de Blasco de Garay,,1,residential,yes
Paseo Infanta Isabel,6,3,primary,
,4,1,service,yes
Paseo Infanta Isabel,8,3,primary,
Plaza del Emperador Carlos V,6,3,primary,yes
Calle de los Embajadores,,3,secondary,yes
Calle de Bailén,,3,primary,
Paseo de Santa María de la Cabeza,4,3,primary,yes
Calle de Alcalá,,2,tertiary,yes
Calle de Zorrilla,,2,tertiary,yes
Calle de Cedaceros,,2,tertiary,yes
,,1,residential,yes
Calle de Cedaceros,,2,tertiary,yes
Calle de Alcalá,,2,tertiary,yes
Calle de Alcalá,4,3,primary,yes
Paseo de Recoletos,,1,residential,yes
Paseo de la Castellana,3,3,primary,yes
Plaza de Colón,,3,primary,yes
Calle de Romero Robledo,,1,residential,yes
Calle de la Princesa,3,3,primary,yes
Plaza de la Independencia,6,3,primary,yes
Plaza de la Independencia,6,3,primary,yes
Plaza de la Independencia,6,3,primary,yes
Plaza de la Independencia,,3,primary,yes
Calle de Alcalá,,3,primary,yes
Calle de Serrano,4,2,tertiary,yes
Calle de Velázquez,4,2,tertiary,yes
Calle de José Ortega y Gasset,,2,tertiary,
Calle de José Ortega y Gasset,,2,tertiary,
Plaza del Marqués de Salamanca,,2,tertiary,yes
Plaza del Marqués de Salamanca,,2,tertiary,yes
Glorieta de Emilio Castelar,,3,secondary,yes
Gran Vía,2,3,primary,yes
Calle de Miguel Ángel,,1,residential,
Paseo del General Martínez Campos,4,3,secondary,no
Glorieta de Emilio Castelar,,3,secondary,yes
Paseo de la Castellana,,1,service,yes
Paseo de la Castellana,,1,residential,yes
Paseo del General Martínez Campos,4,3,secondary,no
Paseo del General Martínez Campos,,3,secondary,no
Glorieta de Bilbao,,3,primary,yes
,,3,primary,yes
,,3,primary,yes
Plaza de Jacinto Benavente,,2,tertiary,yes
Calle de Atocha,,2,tertiary,yes
Paseo del Prado,,3,primary,yes
Paseo del Prado,5,3,primary,yes
Plaza del Emperador Carlos V,6,3,primary,yes
Paseo de las Delicias,5,3,primary,yes
Glorieta de Santa María de la Cabeza,,3,secondary,
Calle de los Embajadores,2,3,secondary,yes
Calle de los Embajadores,2,3,secondary,yes
,3,4,motorway_link,yes
Paseo de Yeserías,1,2,tertiary,yes
Plaza de San Francisco,,3,primary,
Plaza de San Francisco,,3,primary,
Plaza de San Francisco,,3,primary,
Calle Mayor,,2,tertiary,yes
Carrera de San Jerónimo,,2,tertiary,yes
Calle de Alcalá,,2,tertiary,yes
Calle de Alcalá,,2,tertiary,yes
Gran Vía,2,3,primary,yes
Glorieta de las Pirámides,,3,primary,
Plaza de Santa Bárbara,,2,tertiary,
Plaza de Alonso Martínez,3,3,secondary,yes
Plaza de Alonso Martínez,,3,primary,yes
Plaza de Alonso Martínez,,3,primary,yes
Ronda de Valencia,2,3,primary,yes
Ronda de Atocha,2,3,primary,yes
Glorieta de Bilbao,,3,primary,yes
Glorieta de Bilbao,,3,primary,yes
Glorieta de Ruiz Jiménez,4,3,primary,yes
Calle de San Bernardo,,3,secondary,
Gran Vía,3,3,primary,yes
,3,3,primary,yes
,3,1,residential,yes
Calle de Bailén,,1,residential,yes
Plaza de España,,1,residential,yes
Plaza de España,2,1,residential,yes
Calle de Bailén,,1,residential,yes
Calle de Bailén,2,3,primary,yes
Calle de Bravo Murillo,5,3,secondary,yes
Paseo de la Infanta Isabel,3,3,primary,yes
Paseo de las Acacias,3,3,primary,yes
Paseo de las Acacias,2,3,primary,yes
Ronda de Valencia,2,3,primary,yes
Ronda de Valencia,3,3,primary,yes
Calle de Pedro Bosch,,3,primary,yes
Calle Batalla del Salado,2,1,residential,yes
Glorieta de Embajadores,,3,primary,yes
,2,4,motorway_link,yes
Calle de Almagro,3,3,secondary,yes
Calle de Méndez Álvaro,2,3,primary,yes
Plaza del Amanecer en Méndez Álvaro,,3,secondary,yes
Calle de Méndez Álvaro,3,3,primary,yes
Calle de Méndez Álvaro,3,3,primary,yes
Glorieta de Embajadores,,3,primary,yes
Calle de Bailén,,1,residential,yes
Calle de Bailén,,3,primary,yes
Calle de Bailén,2,3,primary,yes
,3,3,primary,yes
,,1,residential,yes
,3,3,primary,yes
Glorieta de San Vicente,,3,primary,
Glorieta de San Vicente,,3,primary,
Glorieta de San Vicente,,3,primary,
Glorieta de San Vicente,4,3,primary,
Paseo de la Ermita del Santo,1,2,tertiary,
Paseo de la Ermita del Santo,,2,tertiary,
Paseo de la Ermita del Santo,,2,tertiary,
Avenida del Manzanares,,1,residential,yes
Paseo de la Ermita del Santo,,2,tertiary,
Paseo de la Ermita del Santo,,2,tertiary,
Calle de la Vía Carpetana,,3,secondary,
Calle de Gallur,,1,residential,yes
Calle de la Vía Carpetana,,3,secondary,
Glorieta de San Antonio de la Florida,1,1,residential,yes
Avenida de Valladolid,,3,secondary,
Calle de San Pol de Mar,,1,residential,no
Calle de Mejía Lequerica,,1,residential,
Paseo de Eduardo Dato,,2,tertiary,
Plaza de Rubén Darío,4,2,tertiary,
Plaza de Rubén Darío,4,2,tertiary,
Plaza de Rubén Darío,4,2,tertiary,
,,1,service,yes
Calle de Mózart,,1,residential,yes
,,1,unclassified,yes
,,1,service,yes
Autovía del Suroeste,4,4,motorway,yes
Autovía del Suroeste,3,4,motorway,yes
Plaza de la Cibeles,,1,service,yes
Paseo del Prado,4,3,primary,yes
Paseo del Prado,5,3,primary,yes
Calle de Alcalá,,3,primary,
Calle de Alcalá,,3,primary,
Calle del Alcalde Sáinz de Baranda,,2,tertiary,yes
Glorieta de las Pirámides,,3,primary,
Glorieta de las Pirámides,,3,primary,
Glorieta de las Pirámides,,3,primary,yes
Calle Alejandro Dumas,,3,primary,yes
Calle Tintoreros,,2,tertiary,
Calle de Juan Pascual de Mena,,1,residential,
,,2,tertiary,yes
Paseo de Extremadura,,3,secondary,yes
Paseo de la Florida,3,3,secondary,yes
Paseo de Recoletos,,1,residential,yes
Paseo de Recoletos,3,3,primary,yes
Calle de Doña Bárbara de Braganza,,2,tertiary,
Calle General Álvarez de Castro,4,1,residential,
Calle de Bravo Murillo,5,3,secondary,yes
Paseo de la Florida,2,3,secondary,yes
Calle de Ferráz,,2,tertiary,yes
Calle de Romero Robledo,,1,residential,yes
Paseo del Pintor Rosales,3,3,secondary,yes
Paseo del Pintor Rosales,3,3,secondary,yes
Calle del Marqués de Urquijo,3,3,secondary,yes
Calle del Marqués de Urquijo,3,3,secondary,yes
Plaza de Colón,,3,primary,yes
Paseo de la Florida,4,3,secondary,no
Plaza de Colón,1,3,primary,yes
Paseo de la Castellana,,1,residential,yes
Plaza de Colón,,3,primary,yes
Calle de la Ribera del Manzanares,,1,residential,no
,,1,residential,
Calle de la Ribera del Manzanares,,1,residential,no
Paseo del Comandante Fortea,,1,residential,
,,1,residential,yes
Calle de Ibiza,,1,residential,yes
Avenida de Menéndez Pelayo,6,3,primary,yes
Ronda de Valencia,,3,primary,yes
Calle de Alcalá,,3,primary,
Calle de Jorge Juan,,1,residential,yes
Calle de Alcalá,,3,primary,
Calle de Príncipe de Vergara,,3,secondary,
Calle de Príncipe de Vergara,,3,secondary,yes
Calle de Jorge Juan,,1,residential,yes
Paseo de Santa María de la Cabeza,4,3,primary,yes
Calle de Magallanes,,1,residential,yes
Calle de Feijoo,,1,residential,yes
Calle del Cardenal Cisneros,,1,residential,yes
Calle del Cardenal Cisneros,,1,residential,yes
Glorieta de Quevedo,,3,secondary,yes
Calle de Serrano,,2,tertiary,yes
Calle Jacinto Verdaguer,,2,tertiary,
Ronda de Segovia,,3,secondary,yes
Calle de Segovia,3,3,secondary,
Avenida de Menéndez Pelayo,6,3,primary,no
Avenida de la Ciudad de Barcelona,3,3,primary,yes
Paseo de la Infanta Isabel,6,3,primary,yes
,1,1,residential,yes
Calle de Alcalá,,3,primary,yes
Calle de Alfonso XII,,2,tertiary,yes
Calle de Segovia,,3,secondary,
,,1,service,yes
Calle de Toledo,,3,primary,yes
Paseo de la Ermita del Santo,,2,tertiary,yes
Paseo de la Ermita del Santo,,2,tertiary,yes
Paseo de la Ermita del Santo,,2,tertiary,
Paseo de la Ermita del Santo,,3,secondary,
Paseo de la Virgen del Puerto,4,2,tertiary,yes
Calle de Guzmán el Bueno,,1,residential,yes
,,1,service,
Paseo de la Virgen del Puerto,,1,residential,yes
,,1,service,yes
Avenida de Menéndez Pelayo,3,3,primary,yes
Avenida de Menéndez Pelayo,3,3,primary,yes
Ronda de Valencia,4,3,primary,yes
Calle de Sebastián Elcano,,1,residential,yes
Calle de Sebastián Elcano,,1,residential,yes
Paseo de Santa María de la Cabeza,,1,residential,yes
Ronda de Atocha,2,3,primary,yes
Paseo de los Pontones,,2,tertiary,
Paseo de los Pontones,,2,tertiary,
Paseo de los Melancólicos,,2,tertiary,yes
Paseo de la Virgen del Puerto,2,1,residential,yes
Ronda de Atocha,2,3,primary,yes
Calle de José Antonio Armona,,1,residential,yes
Ronda de Toledo,,3,primary,yes
Calle de las Delicias,,1,residential,yes
Paseo de las Delicias,5,3,primary,yes
Plaza del Emperador Carlos V,5,3,primary,yes
Calle de Atocha,2,2,tertiary,yes
Calle Amor de Dios,,1,residential,yes
Plaza de Ortega y Munilla,,3,primary,
,,1,unclassified,yes
Calle de Atocha,1,2,tertiary,yes
Plaza de Chamberí,,1,pedestrian,
Calle de San Agustín,,1,living_street,yes
Calle de Atocha,3,2,tertiary,yes
,,1,service,yes
Calle de la Fe,,1,living_street,yes
,,1,service,yes
Túnel de O'Donnell,,3,primary,yes
Calle de San Ambrosio,,1,residential,-1
Plaza de Agustín Lara,,1,pedestrian,
Paseo de la Ermita del Santo,,2,tertiary,yes
,,1,service,
Glorieta de San Vicente,4,3,primary,
,,1,service,yes
Calle de Alcalá,,2,tertiary,yes
Calle Martín Fierro,3,2,tertiary,no
Calle de la Princesa,,3,primary,yes
Paseo de Ruperto Chapí,1,3,secondary,yes
Plaza de la República de Chile,,3,secondary,yes
Avenida de Séneca,,3,secondary,yes
Plaza de la República de Chile,,3,secondary,
Avenida de Séneca,2,3,secondary,
Plaza de la República de Chile,,3,secondary,
Plaza de la República de Chile,,3,secondary,
,1,1,service,yes
Calle de la Princesa,3,3,primary,yes
Calle de Fernando el Católico,,1,residential,yes
Calle del Águila,,1,pedestrian,
Calle Almadén,,1,residential,yes
Calle Sangarcía,,1,residential,
Calle de Etreros,,1,residential,
Calle de Muñopedro,,1,residential,-1
Travesía del Almendro,,1,pedestrian,
Plaza de la República de Chile,3,3,secondary,
Plaza de la Corrala,,1,pedestrian,
Calle del Rosario,,1,unclassified,
Cuesta de la Vega,,1,residential,
,1,3,secondary,yes
Calle Ministriles Chica,,1,pedestrian,
Gran Vía,,3,primary,yes
Plaza de Santo Domingo,,1,residential,yes
Plaza de Santo Domingo,,1,residential,yes
Calle de Jacometrezo,,1,residential,yes
Puente de Segovia,7,3,secondary,
,,1,pedestrian,
,,1,pedestrian,
Calle de Verónica,,1,residential,yes
Plaza de la República de Chile,4,3,secondary,
Gran Vía,2,3,primary,yes
Calle de Atocha,3,2,tertiary,yes
Plaza de la República de Chile,,3,secondary,
,,1,service,
Calle de la Alameda,,1,residential,yes
Calle de la Alameda,,1,residential,yes
,,1,service,yes
Paseo de Fernán Núñez,,1,pedestrian,
Calle de Sánchez Bustillo,,1,pedestrian,
Calle del Calvario,,1,residential,yes
Calle de la Fe,,1,living_street,yes
Calle de Rafael de Riego,,1,residential,yes
Calle de Áncora,3,1,residential,yes
Paseo de las Delicias,5,3,primary,yes
Calle de Tortosa,,1,residential,yes
Paseo de Uruguay,,1,pedestrian,
Calle de Mesonero Romanos,,1,living_street,yes
Paseo República de Cuba,,1,pedestrian,
,,1,pedestrian,
Plaza de Peñuelas,,1,residential,yes
Paseo del Marqués de Pontejos,,1,pedestrian,
Calle del Labrador,,1,residential,yes
Calle de Ercilla,,1,residential,yes
,,1,residential,yes
Calle del Espino,,1,residential,yes
Paseo del Rey,,1,residential,yes
Calle de Puñonrostro,,1,pedestrian,
,,1,service,
Calle de Fuencarral,,2,tertiary,no
,,1,service,yes
,,1,service,yes
Calle de Bujalance,,1,residential,
Calle de Los Reyes,2,1,residential,no
,,1,service,yes
Plaza de Luca de Tena,,1,pedestrian,
,,1,service,no
,2,1,service,yes
,,1,service,
Calle Fuencarral,,3,secondary,
Calle de Rodríguez San Pedro,1,1,residential,yes
,,1,pedestrian,
Calle del Prado,,1,residential,yes
,,1,pedestrian,
,,1,residential,
,,1,service,
Plaza Gabriel Miró,,1,residential,
Calle del Conde Duque,,1,residential,yes
,,1,residential,
Calle Moriles,,1,residential,
,,1,residential,
Calle de San Dimas,,1,residential,
,,1,service,
Calle de la Cabeza,,1,residential,yes
Calle de las Amazonas,,1,residential,yes
Calle López Silva,,1,residential,yes
Calle de López Silva,,1,residential,yes
Calle Sierpe,,1,residential,
Calle Comuneros de Castilla,,1,residential,
,,1,service,
Calle de Esparteros,,1,living_street,yes
Calle del Conde,,1,pedestrian,
Calle de Cuchilleros,,1,residential,yes
Travesía del Nuncio,,1,pedestrian,
Plaza Puerta Cerrada,,2,tertiary,
Calle Gómez de Mora,,1,pedestrian,
Calle Cava de San Miguel,,1,residential,yes
Cava de San Miguel,,1,pedestrian,
Calle Imperial,,2,tertiary,
Calle de Zaragoza,,1,pedestrian,
Plaza de Santa Cruz,,1,pedestrian,
Calle Ministriles,,1,residential,yes
Paseo de la Castellana,3,3,primary,yes
Glorieta de Emilio Castelar,5,3,primary,
Glorieta de Emilio Castelar,5,3,primary,
Glorieta de Emilio Castelar,,3,secondary,yes
Glorieta de Emilio Castelar,5,3,primary,
Glorieta de Emilio Castelar,5,3,primary,
Paseo de la Castellana,3,3,primary,yes
Glorieta de Emilio Castelar,,3,secondary,yes
,,4,motorway_link,yes
Calle Imperial,,2,tertiary,yes
Glorieta de Santa María de la Cabeza,,3,secondary,
Calle de la Hacienda,,1,residential,yes
Calle del Marqués de Urquijo,3,3,secondary,yes
Calle de Martín de los Heros,,1,residential,yes
Calle de Sepúlveda,,3,secondary,
Glorieta de Santa María de la Cabeza,,3,secondary,
Glorieta de Santa María de la Cabeza,,3,secondary,
Glorieta de Santa María de la Cabeza,,3,secondary,
Ronda de Segovia,,3,secondary,yes
,,1,service,
,,1,residential,
Calle de Arganda,,2,tertiary,no
Glorieta de Santa María de la Cabeza,,3,secondary,
Glorieta de Embajadores,4,3,primary,yes
Paseo de la Ermita del Santo,,2,tertiary,
Paseo de San Illán,,1,residential,
Glorieta de Embajadores,4,3,primary,yes
Glorieta de Embajadores,,3,primary,yes
Autovía del Suroeste,3,4,motorway,yes
Glorieta de Santa María de la Cabeza,,3,secondary,
Ronda de Valencia,3,3,primary,yes
Paseo de Santa María de la Cabeza,,3,secondary,yes
Paseo de Santa María de la Cabeza,1,4,motorway_link,yes
Calle de Galiana,,1,residential,
Avenida del Manzanares,,1,residential,yes
Glorieta de Embajadores,,3,primary,yes
Calle de Villamanín,,1,residential,no
,,1,service,yes
Solo Bus - A6,,3,primary,yes
Calle de Palos de la Frontera,1,1,residential,yes
Paseo de las Acacias,,3,primary,yes
Solo Bus - A6,,3,primary,yes
Paseo de los Melancólicos,,1,residential,no
Calle de la Princesa,,3,secondary_link,yes
Calle de Moratines,1,1,residential,yes
Avenida del Arco de la Victoria,,1,residential,yes
Calle de Amaniel,,1,residential,yes
,,1,service,yes
Plaza de Tirso de Molina,,2,tertiary,yes
Plaza de Ortega y Munilla,,3,primary,
Avenida del Manzanares,,1,residential,yes
Paseo de la Esperanza,,2,tertiary,yes
,,1,service,yes
Glorieta de Embajadores,,3,primary,yes
Calle del Concejal Francisco José Jiménez Martín,4,2,tertiary,
Calle de San Anastasio,,1,residential,yes
Glorieta de Santa María de la Cabeza,,3,secondary,
Plaza de la Puerta del Sol,,2,tertiary,yes
Calle San Pompeyo,,1,residential,yes
Calle de Arganda,,2,tertiary,no
Paseo de la Esperanza,,2,tertiary,yes
Calle Mayor,,2,tertiary,yes
Calle de la Concepción Jerónima,,2,tertiary,yes
Plaza de Ortega y Munilla,,3,primary,
Calle Mayor,,2,tertiary,yes
Pasaje de Áncora,,1,pedestrian,
