FID,Lat,Lon,Total_Distance,Total_Capacity
335.0,40.4643,-3.66644,0.0,0.0
336.0,40.4649,-3.54849,0.0,0.0
337.0,40.4639,-3.72541,0.0,0.0
338.0,40.4645,-3.61926,0.0,0.0
339.0,40.4643,-3.65464,0.0,0.0
340.0,40.4646,-3.59567,0.0,0.0
341.0,40.4648,-3.56028,0.0,0.0
342.0,40.4642,-3.67823,0.0,0.0
343.0,40.464,-3.71362,0.0,0.0
344.0,40.4649,-3.5367,0.0,0.0
345.0,40.4635,-3.78438,0.0,0.0
346.0,40.4638,-3.7372,0.0,0.0
347.0,40.4636,-3.77259,0.0,0.0
348.0,40.4644,-3.64285,0.0,0.0
349.0,40.4645,-3.63105,0.0,0.0
350.0,40.4647,-3.58387,0.0,0.0
351.0,40.4648,-3.57208,0.0,0.0
352.0,40.4633,-3.80797,0.0,0.0
353.0,40.4634,-3.79618,0.0,0.0
355.0,40.464,-3.70182,0.0,0.0
356.0,40.4641,-3.69003,0.0,0.0
357.0,40.465,-3.5249,0.0,0.0
360.0,40.4637,-3.76079,0.0,0.0
361.0,40.4637,-3.749,0.0,0.0
362.0,40.4725,-3.78449,0.0,0.0
363.0,40.4726,-3.77269,0.0,0.0
364.0,40.473,-3.70192,0.0,0.0
365.0,40.4739,-3.54856,0.0,0.0
366.0,40.4736,-3.60755,0.0,0.0
367.0,40.4724,-3.80808,0.0,0.0
368.0,40.4724,-3.79628,0.0,0.0
369.0,40.4727,-3.76089,0.0,0.0
370.0,40.4728,-3.7491,0.0,0.0
371.0,40.4733,-3.66653,0.0,0.0
372.0,40.4738,-3.57216,0.0,0.0
373.0,40.4738,-3.56036,0.0,0.0
375.0,40.4739,-3.53677,0.0,0.0
376.0,40.474,-3.52497,0.0,0.0
377.0,40.4722,-3.83167,0.0,0.0
378.0,40.4723,-3.81987,0.0,0.0
379.0,40.4736,-3.59575,0.0,0.0
380.0,40.4737,-3.58395,0.0,0.0
381.0,40.4735,-3.63114,0.0,0.0
382.0,40.4735,-3.61934,0.0,0.0
383.0,40.4733,-3.65473,0.0,0.0
384.0,40.4734,-3.64293,0.0,0.0
385.0,40.473,-3.71371,0.0,0.0
386.0,40.4731,-3.69012,0.0,0.0
387.0,40.4732,-3.67832,0.0,0.0
388.0,40.4728,-3.7373,0.0,0.0
389.0,40.4729,-3.72551,0.0,0.0
390.0,40.4826,-3.60763,0.0,0.0
391.0,40.4816,-3.77279,0.0,0.0
392.0,40.4815,-3.78459,0.0,0.0
393.0,40.4827,-3.59583,0.0,0.0
394.0,40.4825,-3.61942,0.0,0.0
395.0,40.4823,-3.66662,0.0,0.0
396.0,40.4823,-3.65482,0.0,0.0
397.0,40.4817,-3.761,0.0,0.0
398.0,40.4814,-3.79639,0.0,0.0
399.0,40.4827,-3.58403,0.0,0.0
400.0,40.4828,-3.57223,0.0,0.0
401.0,40.4821,-3.69021,0.0,0.0
402.0,40.4822,-3.67841,0.0,0.0
404.0,40.4819,-3.7256,0.0,0.0
405.0,40.482,-3.71381,0.0,0.0
406.0,40.4821,-3.70201,0.0,0.0
407.0,40.4824,-3.64302,0.0,0.0
408.0,40.4825,-3.63122,0.0,0.0
409.0,40.4829,-3.53684,0.0,0.0
410.0,40.4828,-3.56043,0.0,0.0
411.0,40.4829,-3.54864,0.0,0.0
412.0,40.4818,-3.7492,0.0,0.0
413.0,40.4818,-3.7374,0.0,0.0
415.0,40.4814,-3.80819,0.0,0.0
416.0,40.4919,-3.54871,0.0,0.0
417.0,40.491,-3.7139,0.0,0.0
418.0,40.4909,-3.7257,0.0,0.0
419.0,40.492,-3.53691,0.0,0.0
420.0,40.4916,-3.60771,0.0,0.0
422.0,40.4918,-3.57231,0.0,0.0
423.0,40.4918,-3.56051,0.0,0.0
424.0,40.4917,-3.59591,0.0,0.0
425.0,40.4917,-3.58411,0.0,0.0
426.0,40.4908,-3.7493,0.0,0.0
427.0,40.4908,-3.7375,0.0,0.0
428.0,40.4911,-3.7021,0.0,0.0
429.0,40.4911,-3.6903,0.0,0.0
430.0,40.4915,-3.63131,0.0,0.0
431.0,40.4915,-3.61951,0.0,0.0
434.0,40.4912,-3.6785,0.0,0.0
435.0,40.4913,-3.6667,0.0,0.0
436.0,40.4906,-3.7729,0.0,0.0
437.0,40.4907,-3.7611,0.0,0.0
438.0,40.4913,-3.65491,0.0,0.0
439.0,40.4914,-3.64311,0.0,0.0
440.0,40.4905,-3.79649,0.0,0.0
441.0,40.4905,-3.7847,0.0,0.0
442.0,40.5001,-3.7022,0.0,0.0
443.0,40.5005,-3.61959,0.0,0.0
444.0,40.4999,-3.7376,0.0,0.0
445.0,40.5007,-3.58419,0.0,0.0
447.0,40.5004,-3.65499,0.0,0.0
448.0,40.5003,-3.66679,0.0,0.0
450.0,40.4996,-3.773,0.0,0.0
453.0,40.5009,-3.54878,0.0,0.0
456.0,40.5001,-3.6904,0.0,0.0
457.0,40.5002,-3.6786,0.0,0.0
458.0,40.5004,-3.64319,0.0,0.0
459.0,40.5005,-3.63139,0.0,0.0
460.0,40.4997,-3.7612,0.0,0.0
461.0,40.4998,-3.7494,0.0,0.0
462.0,40.4999,-3.7258,0.0,0.0
463.0,40.5,-3.714,0.0,0.0
464.0,40.5006,-3.60779,0.0,0.0
465.0,40.5007,-3.59599,0.0,0.0
466.0,40.5008,-3.57239,0.0,0.0
467.0,40.5009,-3.56058,0.0,0.0
469.0,40.5094,-3.64328,0.0,0.0
471.0,40.5099,-3.56066,0.0,0.0
472.0,40.5092,-3.67869,0.0,0.0
473.0,40.5086,-3.7731,0.0,0.0
481.0,40.509,-3.71409,0.0,0.0
482.0,40.5087,-3.7613,0.0,0.0
483.0,40.5088,-3.7495,0.0,0.0
484.0,40.5089,-3.7377,0.0,0.0
485.0,40.5089,-3.7259,0.0,0.0
486.0,40.5095,-3.63148,0.0,0.0
487.0,40.5096,-3.61967,0.0,0.0
488.0,40.5097,-3.58426,0.0,0.0
489.0,40.5098,-3.57246,0.0,0.0
490.0,40.5091,-3.70229,0.0,0.0
491.0,40.5092,-3.69049,0.0,0.0
492.0,40.5093,-3.66688,0.0,0.0
493.0,40.5094,-3.65508,0.0,0.0
494.0,40.5176,-3.77321,0.0,0.0
497.0,40.5177,-3.7614,0.0,0.0
498.0,40.5176,-3.78501,0.0,0.0
500.0,40.5179,-3.72599,0.0,0.0
503.0,40.5181,-3.70238,0.0,0.0
504.0,40.5182,-3.69058,0.0,0.0
505.0,40.5184,-3.65517,0.0,0.0
506.0,40.5182,-3.67878,0.0,0.0
507.0,40.5183,-3.66697,0.0,0.0
511.0,40.5175,-3.79681,0.0,0.0
513.0,40.5266,-3.77331,0.0,0.0
515.0,40.5267,-3.76151,0.0,0.0
519.0,40.5266,-3.78512,0.0,0.0
525.0,40.5272,-3.69067,0.0,0.0
527.0,40.5264,-3.80873,0.0,0.0
528.0,40.5265,-3.79692,0.0,0.0
529.0,40.5356,-3.78522,0.0,0.0
530.0,40.5352,-3.83245,0.0,0.0
531.0,40.5353,-3.82064,0.0,0.0
538.0,40.5354,-3.80884,0.0,0.0
546.0,40.5357,-3.76161,0.0,0.0
548.0,40.5443,-3.83256,0.0,0.0
552.0,40.5441,-3.85618,0.0,0.0
553.0,40.5442,-3.84437,0.0,0.0
557.0,40.5449,-3.73809,0.0,0.0
558.0,40.545,-3.72628,0.0,0.0
562.0,40.5447,-3.76171,0.0,0.0
563.0,40.5448,-3.7499,0.0,0.0
567.0,40.5541,-3.71457,0.0,0.0
571.0,40.5539,-3.73819,0.0,0.0
572.0,40.554,-3.72638,0.0,0.0
573.0,40.5531,-3.85629,0.0,0.0
586.0,40.562,-3.86822,0.0,0.0
595.0,40.5621,-3.85641,0.0,0.0
599.0,40.5709,-3.88015,0.0,0.0
601.0,40.571,-3.86833,0.0,0.0
624.0,40.5799,-3.88026,0.0,0.0
