name,lanes,road_capacity_from_conversion,highway,oneway
,,1,service,
,,1,service,
,,1,service,
,,1,service,
Ang Mo Kio Central 3,,1,residential,
,,3,primary_link,yes
,,1,service,
,,1,service,
,,1,service,
,,1,service,
Central Expressway,,4,motorway,yes
Central Expressway,2,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Upper Thomson Road,,3,primary,yes
Ang Mo Kio Street 61,,2,tertiary,
Central Expressway,,4,motorway,yes
,,3,primary_link,yes
Braddell Road,,4,trunk,yes
Braddell Road,,4,trunk,yes
,,3,primary_link,yes
Central Expressway,,4,motorway,yes
,,3,primary_link,yes
,,3,primary_link,yes
,,4,motorway_link,yes
,,3,primary_link,yes
,,4,motorway_link,yes
,1,4,trunk_link,yes
Central Expressway,,4,motorway,yes
,,3,primary_link,yes
,,4,motorway_link,yes
Central Expressway,,4,motorway,yes
,,4,motorway_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
Lornie Viaduct,2,4,trunk,yes
,,4,motorway_link,yes
,,4,trunk_link,yes
Braddell Road,,4,trunk,yes
,,4,motorway_link,yes
Braddell Road,,4,trunk,yes
,1,4,trunk_link,yes
,,4,motorway_link,yes
Ang Mo Kio Avenue 5,,3,primary,yes
,,3,primary_link,
Lornie Viaduct,2,4,trunk,yes
Braddell Road,2,4,trunk,yes
,,3,primary_link,yes
,,1,service,
Braddell Road,2,4,trunk,yes
,,3,primary_link,yes
Ang Mo Kio Avenue 4,,3,primary_link,yes
Ang Mo Kio Avenue 4,,3,secondary,yes
Ang Mo Kio Avenue 4,,1,residential,
,,3,primary_link,yes
Ang Mo Kio Avenue 4,,3,secondary,yes
,,3,primary_link,yes
Andrew Road,,1,residential,
Upper Thomson Road,,3,primary,yes
,,3,primary_link,yes
,1,4,trunk_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
,1,4,trunk_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
Ang Mo Kio Street 13,,1,residential,
Joan Road,,1,residential,
Reservoir Road,,1,service,yes
Berwick Drive,,1,residential,
Central Expressway,,4,motorway,yes
,,3,primary_link,yes
Ang Mo Kio Avenue 4,,1,residential,
Ang Mo Kio Avenue 4,,1,residential,
Ang Mo Kio Avenue 4,,1,residential,
,,3,primary_link,yes
,,3,primary_link,yes
Central Expressway,,4,motorway,yes
Central Expressway,,4,motorway,yes
Old Upper Thomson Road,,1,residential,yes
,,1,residential,
Ang Mo Kio Avenue 4,,1,residential,yes
Tuas South Street 5,,1,residential,
Tuas South Street 5,,1,residential,
Purvis Street,,1,residential,yes
Seletar Expressway,,4,motorway,yes
Seletar Expressway,,4,motorway,yes
Seletar Expressway,,4,motorway,yes
Seletar Expressway,,4,motorway,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
,,1,service,
Changi Coast Road,,3,primary,yes
Changi Coast Road,,3,primary,yes
Changi Coast Walk,,1,unclassified,
Siloso Road,,1,unclassified,
Braddell Road,,4,trunk,yes
Braddell Road,,4,trunk,yes
Braddell Flyover,,4,motorway,yes
Central Expressway,,4,motorway,yes
Central Expressway,,4,motorway,yes
Braddell Flyover,,4,motorway,yes
,,4,trunk_link,yes
,,4,motorway_link,yes
Lorong Chuan,,4,motorway_link,yes
,1,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Whampoa Flyover,,4,motorway_link,yes
Whampoa Flyover,,4,motorway_link,yes
,,4,motorway_link,yes
Whampoa Flyover,,4,motorway,yes
,,4,motorway_link,yes
Whampoa Flyover,,4,motorway_link,yes
Whampoa Flyover,,4,motorway_link,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
,,4,motorway_link,yes
Tanah Merah Flyover,,3,primary,yes
Changi Coast Road,,4,motorway_link,yes
Mandai Road,,3,secondary,
Mandai Road,,3,secondary,
Mandai Avenue,,3,primary,yes
Mandai Avenue,,3,primary,yes
Mandai Avenue,,3,primary,yes
Mandai Avenue,,3,primary,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Sime Road,,1,unclassified,yes
Seletar Expressway,,4,motorway,yes
Seletar Expressway,,4,motorway,yes
Seletar Expressway,,4,motorway,yes
Seletar Expressway,,4,motorway,yes
,,4,motorway_link,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
Toa Payoh North Interchange,,4,trunk_link,yes
Toa Payoh North Interchange,1,4,trunk_link,yes
Toa Payoh North Flyover,1,4,trunk_link,yes
Toa Payoh North Interchange,1,4,trunk_link,yes
Toa Payoh North Interchange,,4,trunk_link,yes
Jalan Ahmad Ibrahim,,3,primary,yes
Tanah Merah Coast Road,,3,secondary,yes
Tanah Merah Coast Road,,3,secondary,
,,1,unclassified,
Tanah Merah Ferry Road,,1,unclassified,
Clemenceau Avenue,,3,primary,yes
Clemenceau Avenue,3,3,primary,yes
Saiboo Street,,1,residential,
Saiboo Street,,1,residential,
Zion Road,,3,primary,yes
Kim Seng Road,,3,primary,yes
Kim Seng Road,,3,primary,yes
Siloso Road,,1,unclassified,yes
Tram Safari Route,,1,unclassified,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,1,4,motorway_link,yes
Seletar Expressway,,4,motorway,yes
Seletar Expressway,,4,motorway,yes
Seletar Expressway,,4,motorway,yes
Seletar Expressway,,4,motorway,yes
Lower Seletar Close,,1,unclassified,
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Tampines Expressway,,4,motorway,yes
Tampines Expressway,,4,motorway,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Artillery Avenue,,1,unclassified,yes
Gateway Avenue,,3,secondary,yes
Artillery Avenue,,1,unclassified,yes
,,1,service,
Oxley Rise,,3,secondary,yes
,,3,secondary,yes
Fort Canning Tunnel,,3,primary,yes
Pandan Valley,,1,residential,
Kent Ridge Road,,1,unclassified,
Toa Payoh Rise,,3,secondary,yes
Mount Sinai Drive,,1,residential,
Bedok Reservoir Road,,1,residential,
Ridgwood Close,,1,residential,
Pine Grove,,1,residential,
Pine Grove,,1,residential,
Moonbeam Walk,,1,residential,
Mount Sinai Avenue,,1,residential,
West Coast Road,,3,primary,yes
East Coast Parkway,4,4,motorway,yes
,2,4,motorway_link,yes
West Coast Road,,3,primary,yes
Jalan Buroh,,4,trunk,yes
Sheares Avenue,5,4,motorway_link,yes
Crawford Street,,3,primary,yes
Jalan Buroh,,4,trunk,yes
Crawford Street,,3,primary,yes
Crawford Street,,3,primary,yes
Bedok Reservoir Road,,1,residential,yes
Bedok Reservoir Road,,1,residential,
Bedok Reservoir Road,,1,residential,
Bedok Reservoir Road,,1,residential,yes
Mount Sinai View,,1,residential,
Anguilla Park,,1,residential,yes
Princess of Wales Road,,1,residential,
West Coast Road,,3,primary,yes
West Coast Road,,3,primary,yes
Ord Bridge,,1,pedestrian,
Mount Sinai Rise,,1,residential,
Jalan Buroh,,4,trunk,yes
Crawford Street,,3,primary,yes
Bedok Reservoir Road,,1,residential,
Bedok Reservoir Road,,1,service,yes
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,residential,yes
Bedok Reservoir Road,,1,residential,
Tanjong Rhu Flyover,4,4,motorway,
East Coast Parkway,4,4,motorway,yes
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,no
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Pemimpin Drive,2,1,residential,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,residential,
Guillemard Road,,3,primary,yes
Coronation Walk,,1,residential,
Banda Street,,1,residential,yes
Empress Road,,1,residential,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,residential,
Tanjong Rhu Flyover,4,4,motorway,
,,1,service,yes
Lutheran Road,,1,residential,
,,1,service,
,,1,service,
Jalan Angin Laut,,1,residential,
Harvey Avenue,,1,residential,
Sea Breeze Road,,1,residential,
Sea Breeze Avenue,,1,residential,
Guan Soon Avenue,,1,residential,
Sea Breeze Walk,,1,residential,
Harvey Avenue,,1,residential,
Harvey Close,,1,residential,
Harvey Crescent,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,service,
,,1,service,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Kaki Bukit Crescent,,1,residential,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,residential,
Kay Poh Road,,1,service,
,,1,service,
,,2,tertiary,
Seletar Aerospace View,,1,unclassified,
,,1,residential,
,,1,residential,
East Coast Parkway,4,4,motorway,yes
Jalan Buroh,3,4,trunk,yes
Anchorvale Street,,2,tertiary,yes
,,1,residential,
Prince of Wales Road,,1,residential,
,,4,trunk_link,yes
Bedok South Avenue 1,,4,motorway_link,yes
Jalan Ubi,,1,residential,yes
Bedok Reservoir Road,,1,residential,yes
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Emerald Link,,1,residential,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
,,1,service,yes
Emerald Hill Road,,1,residential,yes
Winstedt Road,,1,residential,yes
Jalan Tenaga,,1,residential,
,,4,motorway_link,yes
Cuppage Place,,1,pedestrian,
Emerald Hill Road,,1,residential,yes
Koek Road,,1,unclassified,yes
,,4,motorway_link,yes
Nutmeg Road,,1,residential,
Jalan Damai,,1,residential,
Jalan Tenaga,,1,residential,
Jalan Tenaga,,1,residential,
Jalan Damai,,1,residential,
Jalan Tenaga,,1,residential,
Hullet Road,,1,residential,
,,1,residential,
Saunders Road,,1,residential,yes
Peranakan Place,,1,pedestrian,
,,1,service,
,,1,service,
Jalan Eunos,,1,residential,
Foo Kim Lin Road,,1,residential,
Foo Kim Lin Road,,1,residential,
Jalan Rimau,,1,residential,
Teo Kim Eng Road,,1,residential,
Cuppage Road,,1,service,
Jalan Punai,,1,residential,
Jalan Singa,,1,residential,
Jalan Singa,,1,residential,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Cavenagh Road,,1,unclassified,yes
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Mount Elizabeth,,1,residential,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,1,service,
Bedok Reservoir Road,,3,primary,yes
Kaki Bukit Avenue 1,,3,primary,yes
,,1,service,
,,1,service,
,,1,service,
Mount Elizabeth Link,,1,residential,
Jalan Tenaga,,1,residential,
Jalan Tenaga,,1,residential,
Jalan Tenaga,,1,residential,yes
Bedok Reservoir Road,,1,service,
Kramat Road,,1,unclassified,yes
Emerald Hill Road,,1,residential,
Jalan Stulang Laut,,2,tertiary,
Irrawaddy Road,4,3,secondary,yes
Cairnhill Road,,3,secondary,yes
Robin Close,,1,residential,
Robin Close,,1,residential,
Jalan Ibrahim Sultan,,3,secondary,
Siloso Beach Walk,,1,unclassified,
,,1,residential,
,,1,service,
Goodwood Hill,,1,residential,
Draycott Park,,1,residential,
Goodwood Hill,,1,residential,yes
,,1,residential,
,,4,motorway_link,yes
,1,4,motorway_link,yes
Cairnhill Circle,,3,secondary,yes
Clemenceau Av. North,,3,secondary,yes
Telok Paku Road,,1,residential,
Jalan Tenaga,,1,residential,
,,4,motorway_link,yes
,,1,unclassified,yes
Dalvey Road,,1,residential,
Bedok Reservoir Road,,1,service,
,,1,unclassified,
Fernhill Close,,1,residential,
Jalan Damai,,1,residential,
Jalan Damai,,1,residential,
Jalan Damai,,1,residential,
Jalan Damai,,1,residential,
Jalan Damai,,1,residential,
Jalan Damai,,1,residential,
,,1,service,yes
Tuas Circus,,3,primary,yes
,,1,service,
,,1,residential,
Old Tampines Road,,2,tertiary,
Old Tampines Road,,1,unclassified,
Scotts Road,,1,service,yes
Mariam Way,,1,residential,
Flora Road,,1,residential,no
Flora Drive,,1,unclassified,no
Mariam Way,,1,residential,
Mariam Walk,,1,residential,
,,1,service,
,,1,service,
Jalan Ahmad Ibrahim,2,3,primary,yes
,,1,service,
,,1,service,
,,1,service,
Telok Paku Road,,1,residential,
,,1,service,
,,1,unclassified,
,,1,residential,
Sinaran Drive,,2,tertiary,
,,1,residential,
,,1,residential,
,,1,residential,
Cairnhill Rise,,1,residential,
Oxley Road,,2,tertiary,
Eber Road,,3,secondary,yes
Bencoolen Street,,3,secondary,no
,,1,residential,
Cairnhill Circle,,1,residential,
Cairnhill Circle,,1,residential,yes
,,4,motorway_link,yes
Cuscaden Walk,,1,residential,
,,1,residential,
,,1,residential,yes
Keris Drive,,1,residential,
,,1,residential,yes
,,1,residential,
,,1,residential,
Jalan Uji,,1,residential,
Siglap Link,,3,secondary,yes
Jalan Gelang Patah,,3,primary,yes
,,4,motorway_link,yes
Jalan Uji,,1,residential,
Jalan Emas Urai,,1,residential,
Keris Drive,,1,residential,
,,1,service,
,,1,residential,
Science Park Drive,,2,tertiary,
,,1,service,
,,1,residential,
Jalan Azam,,1,residential,
,,1,residential,
,,1,service,
,,1,service,
,,1,unclassified,
Boon Tat Link,,1,residential,yes
,,1,residential,
Stockport Road,,1,unclassified,
Jalan Uji,,1,residential,
Jalan Tumpu,,1,residential,
Jalan Siap,,1,residential,
Jalan Tekad,,1,residential,
,2,4,motorway_link,yes
Mistri Road,,1,residential,yes
Jalan Asas,,1,residential,
,,1,residential,
Lorong Kemunchup,,1,residential,
,,1,service,
Tras Link,,1,residential,
Jalan Asas,,1,residential,
,,1,service,
Almond Crescent,,1,residential,
,,1,service,
,,1,residential,
,,1,residential,
Vigilante Drive,,1,residential,
,,1,service,
,,1,service,
,,1,service,
Cashew Road,,1,residential,
Hillview Way,,1,residential,
,,1,service,
Jalan Dermawan,,1,residential,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
Jalan Intan,,1,residential,
Marina Parade Central,,1,unclassified,
Cashew Crescent,,1,residential,yes
Siglap Road,,3,secondary,
Cashew Crescent,,1,residential,
Jalan Keris,,1,residential,
,,1,service,
,,1,service,yes
,,1,service,
,,1,service,
Hillview Avenue,,1,residential,
New Market Road,,1,residential,yes
Havelock Square,,1,residential,yes
Pasir Ris Coast Ind Park 1,,1,residential,
Rifle Range Road,,1,residential,no
,,1,service,
,,4,motorway_link,yes
,,4,motorway_link,yes
Causeway,,3,primary,yes
Pasir Ris Drive 8,,3,primary,yes
,,4,motorway_link,yes
Boscombe Road,,1,residential,
Ean Kiam Pl,,1,residential,
East Coast Road,,3,secondary,yes
,,4,motorway_link,yes
Marshall Road,,1,residential,yes
Dunman Road,,1,residential,
Dunman Lane,,1,residential,
East Coast Park Service Road,,1,residential,
Tanjong Katong Flyover,,3,primary,yes
,,4,motorway_link,yes
,,1,service,
,,1,service,
Marine Parade Flyover,,4,motorway_link,yes
Marine Parade Flyover,,4,motorway_link,yes
Marine Vista,,4,motorway_link,yes
Pasir Ris Coast Ind Park 2,,1,residential,
Pasir Ris Coast Ind Park 3,,1,residential,
,,1,service,
,,4,motorway_link,yes
,,1,service,
Causeway,,3,primary,yes
Bukit Timah Expressway,,4,motorway_link,yes
,,1,service,
,,4,motorway_link,yes
,,1,service,
Causeway,,3,primary,yes
,,1,service,yes
Chai Chee Drive,,1,residential,
Woodland Centre Road,,3,primary,yes
,,1,service,
Pasir Ris Farmway 3,,1,residential,
Leonie Hill Rd,,1,residential,
,,4,motorway_link,yes
Ayer Rajah Expressway,3,4,motorway,yes
Ayer Rajah Expressway,3,4,motorway,yes
Tuas West underpass,3,4,motorway,yes
Tuas West underpass,3,4,motorway,yes
,,4,motorway_link,yes
,2,4,motorway_link,yes
Tuas Flyover,3,4,motorway,yes
,,3,primary_link,yes
,,3,primary_link,yes
Ayer Rajah Expressway,3,4,motorway,yes
Tuas Flyover,3,4,motorway,yes
Ayer Rajah Expressway,3,4,motorway,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
Ayer Rajah Expressway,,4,motorway_link,yes
Ayer Rajah Expressway,,4,motorway_link,yes
,,3,primary,yes
Third Lok Yang Road,,1,residential,
Second Lok Yang Road,,1,residential,
,,3,primary,yes
,,3,primary,yes
,,3,primary,yes
,,4,motorway_link,yes
,,3,primary,yes
,,4,motorway_link,yes
Portsdown Avenue,,4,trunk,yes
,,4,motorway_link,yes
Leonie Hill,,1,residential,
Portsdown Flyover,,4,trunk,yes
Portsdown Flyover,,4,trunk,yes
Gulman Flyover,,3,primary,yes
Alexandra Road,,3,primary,yes
Gulman Flyover,,3,primary,yes
,,4,motorway_link,yes
Henderson Road,,3,primary,yes
Henderson Road,,3,primary,yes
Henderson Road,,3,primary,yes
Henderson Road,,3,primary,yes
Alexandra Road,,3,primary,yes
Ayer Rajah Expressway,3,4,motorway,yes
Benoi Flyover,3,4,motorway,yes
Jalan Ahmad Ibrahim,,3,primary,yes
Tanjong Kling Road,,3,primary,yes
Benoi Flyover,3,4,motorway,yes
Ayer Rajah Expressway,3,4,motorway,yes
Pioneer Flyover,3,4,motorway,yes
Ayer Rajah Expressway,3,4,motorway,yes
Pioneer Flyover,3,4,motorway,yes
Jurong Hill Flyover,3,4,motorway,yes
Bird Park Drive,,1,residential,yes
,,1,residential,yes
Ayer Rajah Expressway,3,4,motorway,yes
Jalan Ahmad Ibrahim,,3,primary,yes
Ayer Rajah Expressway,3,4,motorway,yes
Jurong Hill Flyover,3,4,motorway,yes
Exit Ramp #13,,4,motorway_link,yes
Ayer Rajah Expressway,3,4,motorway,yes
Ayer Rajah Expressway,3,4,motorway,yes
Corporation Flyover,3,4,motorway,yes
Ayer Rajah Expressway,3,4,motorway,yes
Corporation Flyover,3,4,motorway,yes
Jalan Ahmad Ibrahim,,3,primary_link,yes
Ayer Rajah Expressway,3,4,motorway,yes
Tebon Flyover,3,4,motorway,yes
Ayer Rajah Expressway,3,4,motorway,yes
Pasir Ris Farmway 2,,1,residential,
Exit Ramp #11,1,4,motorway_link,yes
,2,4,motorway_link,yes
,,4,motorway_link,yes
West Coast Way,,3,secondary,yes
Pandan Flyover,,4,motorway_link,yes
Pandan Flyover,,4,motorway_link,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Clementi Avenue 2,,3,secondary,yes
Clementi Flyover,,3,secondary,
Pasir Ris Flyover,,3,primary,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
River Valley Grove,,1,residential,
Exit Ramp #9,1,4,motorway_link,yes
University Flyover,,3,primary,yes
,,1,residential,
Radin Mas Flyover,,4,motorway_link,yes
,,4,motorway_link,yes
Central Expressway,,4,motorway,yes
Radin Mas Flyover,,4,motorway_link,yes
Central Expressway,2,4,motorway,yes
Tebon Flyover,3,4,motorway,yes
,,1,service,
,,4,motorway_link,yes
Exit Ramp #13,,4,motorway_link,yes
,,4,motorway_link,yes
,,1,service,
,,1,service,
,,4,motorway_link,yes
Jalan Ahmad Ibrahim,2,4,motorway_link,yes
,,1,residential,yes
,,1,residential,
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Eunos Flyover,,4,motorway,yes
Clementi Flyover,,4,motorway_link,yes
Clementi Flyover,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Pan-Island Expressway,,4,motorway,yes
Eunos Flyover,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Aljunied Flyover,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Aljunied Flyover,,4,motorway,yes
,,4,motorway_link,yes
Pan-Island Expressway,,4,motorway,yes
Tampines South Flyover,,4,motorway_link,yes
,,1,service,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Pan-Island Expressway,,4,motorway,yes
Bedok Reservoir Flyover,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Bedok Reservoir Flyover,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Hong Kah Flyover,,4,motorway,yes
Hong Kah Flyover,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
,2,3,primary_link,yes
,,4,motorway_link,yes
,,1,residential,
Toh Tuck Avenue,,3,primary,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Bukit Timah Underpass,,3,primary,yes
Pan-Island Expressway,,4,motorway,yes
Bukit Timah Expressway,,4,motorway,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Pan-Island Expressway,,4,motorway,yes
Thomson Flyover,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Thomson Flyover,,4,motorway,yes
Bukit Batok East Avenue 3,,3,primary,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Mount Pleasant Road,,3,primary,yes
,,4,motorway_link,yes
Eng Neo Flyover,,4,motorway,yes
Eng Neo Flyover,,4,motorway,yes
,,4,motorway_link,yes
Bukit Timah Flyover,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Toh Tuck Flyover,,4,motorway,yes
Chantek Flyover,,4,motorway_link,yes
Exit Ramp #28,,4,motorway_link,yes
Exit Ramp #31,,4,motorway_link,yes
Pan-Island Expressway,,4,motorway,yes
Toh Tuck Flyover,,4,motorway,yes
Chantek Flyover,,4,motorway_link,yes
Tengah Ave,,1,residential,
Exit Ramp #1,,4,motorway_link,yes
,,4,motorway_link,yes
Bukit Timah Underpass,,3,primary,yes
,,4,motorway_link,yes
Laba Road,,1,unclassified,
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Pasir Laba Flyover,,4,motorway,yes
Pasir Laba Flyover,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Bukit Timah Flyover,,4,motorway,yes
Jalan Anak Bukit,,3,primary,yes
Jalan Anak Bukit,,3,primary,yes
Pan-Island Expressway,,4,motorway,yes
,,4,motorway_link,yes
,,3,primary,yes
Pan-Island Expressway,,4,motorway,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Bahar Flyover,,4,motorway,yes
Bahar Flyover,,4,motorway,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
,2,4,motorway_link,yes
Pioneer Road North,,2,tertiary,yes
Nanyang Flyover,,4,motorway,yes
Nanyang Flyover,,4,motorway,yes
,2,4,motorway_link,yes
Pan-Island Expressway,,4,motorway,yes
Pan-Island Expressway,,4,motorway,yes
Sims Way,,4,motorway_link,yes
Peng Kang Ave,,1,residential,
Brani Avenue,,1,residential,
Kallang Way Flyover,,4,motorway_link,yes
Peng Kang Ave,,1,residential,
Kallang Bahru Flyover,,4,motorway_link,yes
,,3,secondary_link,yes
Kinta Road,,1,residential,
,,1,service,yes
Roberts Lane,,1,residential,yes
Birch Road,,2,tertiary,
,,2,tertiary,
Klang Road,,1,residential,
Belilios Road,,1,residential,
Chander Road,,1,residential,yes
Klang Lane,,1,residential,
Race Course Lane,,1,residential,
Hampshire Road,,1,residential,
Northumberland Road,,1,residential,
Amber Road,,3,secondary,yes
Amber Road,,3,secondary,yes
Clive Road,,1,residential,
Race Course Road,,2,tertiary,
Farrer Park Station Road,,1,residential,
Rochor Canal Road,,1,residential,
Upper Weld Road,,1,residential,yes
Hume Heights,,1,residential,
Verdun Road,,1,residential,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
,,3,secondary_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,3,primary_link,
,,4,motorway_link,yes
Cavenagh Road,,2,tertiary,yes
,,2,tertiary_link,yes
Central Expressway,,4,motorway,yes
Outram Flyover,,4,motorway,yes
Outram Flyover,,4,motorway,yes
Kampong Kapor Road,,1,residential,yes
Central Expressway,,4,motorway,yes
Central Expressway,,4,motorway,yes
Bt Merah Flyover,,4,motorway,yes
Central Expressway,,4,motorway,yes
Bt Merah Flyover,,4,motorway,yes
Kerbau Road,,1,residential,yes
Chander Road,,1,residential,yes
Mar Thoma Road,,1,residential,
Jalan Bahagia,,1,residential,yes
,,3,secondary,yes
Kramat Lane,,1,residential,-1
Stadium Walk,,3,secondary,yes
Stadium Crescent,,3,secondary,yes
Maude Road,,1,residential,
,,4,motorway_link,yes
,,4,motorway_link,yes
,,3,primary_link,yes
Kampong Java Flyover,,4,motorway,yes
Kampong Java Flyover,,4,motorway,yes
Owen Road,,1,residential,
Dorset Road,,1,residential,yes
Hertford Road,,1,residential,yes
Carlisle Road,,1,residential,
Truro Road,,1,residential,
Central Expressway,,4,motorway,yes
Norfolk Road,,1,residential,
Carlisle Road,,1,residential,yes
Cambridge Road,,1,residential,
Keng Lee Road,,1,residential,
Central Expressway,,4,motorway,yes
Moulmein Flyover,,4,motorway,yes
Moulmein Flyover,,4,motorway,yes
,,4,motorway_link,yes
Syed Alwi Road,,2,tertiary,
,,4,trunk_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
,,3,secondary_link,yes
,,1,residential,
Lorong Sesuai,,1,residential,yes
Lorong Sesuai,,1,residential,
Hume Heights,,1,residential,
,,1,service,
Hume Avenue,,1,residential,yes
Hume Avenue,,1,residential,yes
Frankel Place,,1,residential,
,,1,service,
Frankel Avenue,,3,secondary,yes
Bencoolen Link,,1,residential,
Edinburgh Road,,1,service,
Prinsep Link,,1,residential,
,,1,service,
Manila Street,,1,residential,
Cheng Yan Place,,1,residential,yes
Tosca Terrace,,1,residential,
Carmen Terrace,,1,residential,
Bencoolen Link,,1,residential,
,,1,service,
Bencoolen Link,,1,residential,no
,,1,service,yes
,,1,residential,
,,1,service,yes
East Coast Road,,3,secondary,yes
Third Street,,1,residential,
,,1,residential,
Fourth Street,,1,residential,
Jalan Jamai,,1,residential,
First Street,,1,residential,yes
Elite Park Ave,,1,residential,
Siglap Close,,1,residential,yes
Lorong Siglap,,1,residential,yes
Bideford Road,,1,residential,
,,1,service,yes
Lorong 37 Geylang,,1,residential,yes
