name,lanes,road_capacity_from_conversion,highway,oneway
Bartley Road East,,3,primary,yes
Tampines Road (Old),,3,secondary,
,,4,motorway_link,yes
Klang Lane,,1,residential,
,,3,primary_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
,,1,service,
,,4,motorway_link,yes
,,4,trunk_link,yes
,,4,trunk_link,yes
Ubi Avenue 4,,3,secondary,
Ubi Road 1,,1,residential,yes
,,3,primary_link,yes
,,3,primary_link,yes
Marina Boulevard,,3,secondary,yes
Marina Boulevard,,3,secondary,yes
,,3,secondary,yes
Central Boulevard,,3,secondary,yes
McCallum Street,,1,residential,yes
Telok Ayer Street,,1,residential,yes
,,1,pedestrian,
Jalan Selar 13,,1,residential,<no>
Jalan Selar 14,,1,residential,<no>
,,1,residential,<no>
Canterbury Road,,1,residential,no
,,1,residential,<no>
,,1,residential,<no>
Jalan Selangat 4,,1,residential,
,,1,residential,yes
Jalan Selar 12,,1,residential,<no>
Jalan Selar 21,,1,residential,<no>
,,1,service,yes
Jalan Jerau 3,,1,residential,
Bukit Merah Central,,1,residential,
Tebrau Highway,,4,trunk,yes
Stamford Road,,3,primary,yes
Stamford Road,,3,primary,yes
Jalan Pusat Bandar,,3,secondary,yes
Berkshire Road,,1,residential,
Jalan Cermat 6,,1,residential,
,,1,residential,
Nicoll Highway,,4,trunk,yes
Kingsmead Road,,1,residential,
Bras Basah Road,,3,primary,yes
Republic Boulevard,,3,primary,yes
Jalan Jerau 6,,1,residential,
Jalan Perbadanan Interchange,,4,trunk_link,yes
Victoria Park Road,,1,residential,
,,1,residential,
Tebrau Highway,,4,trunk,yes
Tebrau Highway,,4,trunk,yes
,,1,service,
,,1,residential,
Jalan Jerau 5,,1,residential,
Jalan Jerau 9,,1,residential,
Jalan Jerau 11,,1,residential,
Jalan Jerau 10,,1,residential,
Jalan Jerau 2,,1,residential,
,,1,residential,<no>
Jalan Jerau 8,,1,residential,
Jalan Jerau 7,,1,residential,
Island Club Road,,1,service,
,,1,residential,
Jalan Kuning 3,,1,residential,
Jalan Kuning 2,,1,residential,yes
Jalan Jerau 4,,1,residential,
Jalan Pusat Bandar,,3,secondary,yes
,,3,secondary_link,yes
Tebrau Highway,,4,trunk,yes
,,1,residential,<no>
,,1,residential,<no>
,,1,residential,<no>
,,1,residential,<no>
,,1,residential,yes
,,1,service,
Venus Drive,,1,residential,
,,1,residential,
,,1,service,
Jalan Selar 7,,1,residential,<no>
Jalan Asli 10,,1,residential,<no>
,,1,residential,
,,1,residential,
Jalan Selar 11,,1,residential,<no>
Jalan Cermat 2,,1,residential,
,,1,residential,
Jalan Kuning,,2,tertiary,yes
Jalan Kuning,,2,tertiary,
Jalan Cermat 5,,1,residential,
Jalan Cermat,,1,residential,
Jalan Seri Pelangi,,1,residential,
,,4,motorway_link,yes
,,1,service,
Jalan Cermat 3,,1,residential,
Jalan Noordin,,1,residential,
Jalan Noordin,,1,unclassified,
Jalan Enduf Senin,,1,residential,
,,1,unclassified,yes
Zehnder Road,,1,residential,
Puaka Bridge,,1,unclassified,
Jalan Noordin,,1,residential,
Jelutong Bridge,,1,unclassified,
Engineering Drive 2,2,1,service,no
Lor Binkiang,,1,residential,
Jalan Batu Ubin,,1,residential,
Jl.Yos Sudarso,,3,secondary,yes
Lor Sarhad,,1,residential,
Chwee Chian Road,,1,residential,
Jalan Ubin,,1,residential,
Toa Payoh West,,1,unclassified,
,,1,unclassified,
Jalan Wat Siam,,1,residential,
,,1,service,
Jalan Sam Heng,,1,residential,
Jalan Durain,,1,residential,
Sports Drive 2,,1,service,yes
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,yes
,,1,residential,
,,1,residential,
,,1,residential,
,,2,tertiary,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,unclassified,
,,1,unclassified,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Jl.Kuda Laut,,2,tertiary,
,,1,residential,
,,1,residential,
Bea Cukai,,1,residential,
,,1,residential,
Jl.Duyung,,3,secondary,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Harbour Bay,,1,residential,
,,1,residential,
Harbour Bay,,1,residential,
Harbour Bay,,1,residential,
Harbour Bay,,1,service,
Harbour Bay,,1,service,
Harbour Bay,,1,service,
Harbour Bay,,1,service,
Harbour Bay,,1,service,
Harbour Bay,,1,service,
,,1,residential,
,,1,residential,
,,1,residential,
Jl.Duyung,,3,secondary,yes
Jl.Duyung,,3,secondary,yes
Pelabuhan Batu Ampar,,1,residential,
Jl.Kerapu,,2,tertiary,yes
Jl.Talamatea,,2,tertiary,
Batu Merah,,2,tertiary,
,,1,residential,
,,1,residential,
Jl.Kerapu,,2,tertiary,yes
,,1,residential,
,,1,residential,
Pelabuhan Batu Ampar,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Toh Yi Drive,,2,tertiary,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Jl.Yos Sudarso,,3,secondary,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Rusun Bida Ampar,,1,residential,
Rusun Bida Ampar,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Jl.Yos Sudarso,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,service,
,,1,residential,
Jl.Borobudur,,2,tertiary,
,,1,residential,
,,1,residential,
,,1,residential,
,,2,tertiary,
Sengkuang U Turn,,3,secondary,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,2,tertiary,
,,2,tertiary,
,,1,residential,
,,2,tertiary,
,,1,residential,
Jl.Yos Sudarso,,3,secondary,
,,1,residential,
,,1,residential,
Toh Yi Drive,,1,residential,
Toh Yi Drive,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Police Province Hq (Polda Kepri),,1,residential,yes
Police Province Hq (Polda Kepri),,1,residential,yes
Pltd Tg.Sengkuang,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Nongsa Asri,,1,residential,
Taman Batu Besar,,1,residential,
Police Province Hq (Polda Kepri),,1,residential,yes
Police Province Hq (Polda Kepri),,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,2,tertiary,
Jl.Kerapu,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Pltd Tg.Sengkuang,,1,residential,
Pltd Tg.Sengkuang,,1,residential,
,,1,residential,
Pltd Tg.Sengkuang,,1,residential,
Pltd Tg.Sengkuang,,1,residential,
Pltd Tg.Sengkuang,,1,residential,
Pltd Tg.Sengkuang,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Taman Batu Besar,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Kavling Sambau,,1,residential,
Kavling Sambau,,1,residential,
Kavling Sambau,,1,residential,
Kavling Sambau,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Kavling Sambau,,1,residential,
,,1,residential,
Kavling Sambau,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Vihara Purnama Mahayana,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Vihara Purnama Mahayana,,1,residential,
,,1,residential,
Perumahan Citra Mas,,1,residential,
Perumahan Citra Mas,,1,residential,
Perumahan Citra Mas,,1,residential,
Vihara Purnama Mahayana,,1,residential,
,,2,tertiary,
Perumahan Citra Mas,,1,residential,
Perumahan Citra Mas,,1,residential,
Perumahan Citra Mas,,1,residential,
,,1,residential,
Jl.Hang Jebat,,3,secondary,
,,1,residential,
,,2,tertiary,
Taman Yose Indah,,1,residential,
Taman Yose Indah,,1,residential,
Taman Yose Indah,,1,residential,
Taman Yose Indah,,1,residential,
Taman Yose Indah,,1,residential,
Taman Yose Indah,,1,residential,
Taman Yose Indah,,1,residential,
Taman Yose Indah,,1,residential,
Taman Yose Indah,,1,residential,
,,1,residential,
,,1,residential,
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
,,1,residential,
Malcolm Road,,1,residential,
Mount Rosie Road,,1,residential,
Purajaya Beach Resort,,1,residential,
Purajaya Beach Resort,,1,residential,
Purajaya Beach Resort,,1,residential,
Purajaya Beach Resort,,1,residential,
Jalan Lada Puteh,,1,residential,
,,1,residential,
Lentor Avenue,,3,primary,yes
Batam View Resort,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Upper Dickson Road,,1,residential,yes
Dickson Road,,1,residential,yes
Stadium Walk,,3,secondary,yes
,,1,service,
Tampines Expressway,,4,motorway,yes
Tampines Expressway,,4,motorway,yes
,,4,motorway_link,yes
,,1,service,
,,1,residential,
Palm Spring Golf Course,,1,residential,yes
,,1,residential,
Bukit Merah View,,1,residential,
,,1,residential,
Jalan Kayu Manis,,1,residential,
New Infinite Frameworks Studios,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,service,
,,1,residential,
,,1,service,
Palm Spring Golf Course,,1,residential,yes
Palm Spring Golf Course,,1,residential,yes
Palm Spring Golf Course,,1,residential,yes
Palm Spring Golf Course,,1,residential,yes
Palm Spring Golf Course,,1,residential,
Palm Spring Golf Course,,1,residential,yes
Palm Spring Golf Course,,1,residential,yes
Palm Spring Golf Course,,1,residential,yes
Palm Spring Golf Course,,1,residential,yes
Palm Spring Golf Course,,1,residential,yes
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Jl.Hang Jebat,,1,residential,
,,1,residential,
Causeway,,3,primary,yes
,,1,residential,
,,1,residential,yes
Jl.Hang Lekiu,,2,tertiary,
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Jl.Hang Jebat,,1,residential,
Tering Bay Golf,,1,residential,
Jl.Hang Jebat,,1,residential,
Tering Bay Golf,,1,residential,yes
,,1,residential,yes
,,1,residential,
,,1,residential,
,,1,residential,
Jalan Taman,,1,residential,
,,1,residential,
,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Tering Bay Golf,,1,residential,yes
Kampung Nongsa,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
Tering Bay Golf,,1,residential,yes
Kampung Nongsa,,1,residential,
Tering Bay Golf,,1,residential,yes
West Coast Green,,1,residential,
Jalan Pesawat,,1,residential,
West Coast Road,,1,residential,
,,1,service,
West Coast Terrace,,1,residential,
,,1,service,
,,1,service,
Jalan Buroh,,1,unclassified,
,,1,service,
,,1,service,
,,1,service,
West Coast Place,,1,residential,
,,1,service,
,,1,service,
West Coast Terrace,,1,residential,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
Tuas View Circuit,,1,residential,
,,1,service,
West Coast Grove,,1,residential,
West Coast Green,,1,residential,
Seraya Avenue,,3,secondary,
Ayer Merbau Road,,3,secondary,
,,1,service,
,,1,service,yes
West Coast Park,,1,residential,
West Coast Park,,1,residential,
West Coast Park,,1,residential,
West Coast Grove,,1,residential,
Jalan Jambu Ayer,,1,residential,
West Coast Grove,,1,residential,
,,1,service,
,,1,service,
,,1,service,
Jalan Besut,,1,unclassified,
West Coast Park,,1,residential,
West Coast Avenue,,1,residential,
Pandan Crescent,,3,secondary,no
,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Holt Road,,1,residential,yes
Holt Road,,1,residential,yes
,,1,service,
Swiss Club Road,,1,service,
Tuas South Avenue 5,2,1,unclassified,yes
Tuas South Avenue 8,,3,primary,yes
Swiss Club Avenue,,1,residential,
Gymkhana Avenue,,1,residential,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
West Coast Place,,1,residential,
Woodlands Drive 17,,1,residential,
Swiss Club Lane,,1,residential,
Tuas Crescent,,2,tertiary,
Tuas Basin Link,,1,unclassified,
Tuas Avenue 18,,1,unclassified,
Tuas Avenue 13,,1,unclassified,
Tuas South Avenue 2,,1,unclassified,no
Tuas South Avenue 6,,1,unclassified,yes
Jalan Papan,,1,unclassified,
Jalan Tersuan,,1,residential,
Tuas View Crescent,,1,residential,
Tuas View Crescent,,1,residential,
Tuas View Circuit,,1,residential,
Jalan Tepong,,3,secondary,
Fishery Port Road,,3,secondary,
Jalan Terusan,,1,unclassified,
Jalan Terusan,,1,unclassified,
Tuas South Avenue 7,,3,secondary,yes
Sakra Road,,3,secondary,
Sakra Road,,3,secondary,
Tuas Avenue 20,,1,unclassified,
Tuas Crescent,,1,unclassified,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Ming Teck Park,,1,residential,no
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Swiss Club Road,,1,residential,
Swiss Club Road,,1,residential,
Pandan Road,,3,secondary,
Pandan Avenue,,3,secondary,
Pandan Road,,3,secondary,
Pandan Road,,3,secondary,
Penjuru Lane,,3,secondary,
Tanjong Penjuru,,3,secondary,
Tanjong Penjuru,,3,secondary,yes
Holland Plain,,1,residential,
Tanjong Penjuru Crescent,,3,secondary,
,,1,service,
Simei Street 2,,2,tertiary,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
,,1,service,
Simei Street 1,,1,service,
,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
,,1,service,
,,1,service,
,,1,service,
Simei Street 2,,1,service,
Simei Street 2,,1,service,
,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
,,1,service,
,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
Simei Street 1,,1,service,
,,1,service,
,,1,service,
,,1,service,
Simei Street 2,,2,tertiary,
Simei Street 1,,1,service,
,,1,service,
New Upper Changi Road,,3,primary,yes
Paya Lebar Road,,3,primary,yes
Elias Road,,3,secondary,
Simei Road,,3,primary,yes
Loyang Avenue,,3,primary,yes
,,1,service,
Loyang Way,,1,residential,
New Upper Changi Road,,3,primary,yes
Loyang Way,,1,residential,
Loyang Way,,1,residential,
,,1,service,
Simei Street 1,,2,tertiary,
Loyang Avenue,,3,primary,yes
Loyang Avenue,,3,primary,yes
Loyang Lane,,1,residential,
Upper Changi Road North,,2,tertiary,yes
,,1,residential,
Simei Street 3,,3,secondary,yes
Upper Changi Road East,,3,primary,yes
Simei Street 3,,3,secondary,yes
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
Simei Avenue,,3,primary,yes
Pasir Ris Street 71,,1,residential,
Pasir Ris Drive 3,,3,primary,yes
Eunos Link,,3,primary,yes
Simei Avenue,,3,primary,yes
Eunos Link,,3,primary,yes
Tampines Street 31,,3,primary,yes
Tampines Street 31,,3,primary,yes
Simei Avenue,,3,primary,yes
Simei Avenue,,3,primary,yes
Pasir Ris Drive 1,,3,primary,yes
Pasir Ris Drive 1,,3,primary,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Punggol East,,3,primary,yes
Elias Road,,3,secondary,
Punggol Field,,1,residential,yes
Punggol Field,,1,residential,yes
Punggol Road,,2,tertiary,yes
Simei Avenue,,3,primary,yes
Punggol Road,,2,tertiary,yes
Punggol East,,2,tertiary,yes
Punggol East,,3,primary,yes
Punggol East,,3,primary,yes
,,3,primary_link,yes
Jalan Kolam Ayer,,3,primary_link,yes
,,4,motorway_link,yes
Loyang Avenue,,3,primary,yes
,,4,motorway_link,yes
Paya Lebar Road,,3,primary,yes
Upper Changi Road East,,3,primary,yes
,,1,service,yes
Changi Village Road,,1,residential,
Sims Avenue,,3,primary,yes
Geylang Road,,3,primary,yes
Sims Way,,3,primary,yes
Bedok North Avenue 1,,3,secondary,
,,3,primary,yes
Pasir Ris Drive 10,,1,residential,
Still Road,,3,primary,yes
Hougang Central,,1,residential,yes
Tampines Avenue 4,,3,secondary,no
Tampines Avenue 4,,3,secondary,
Tampines Avenue 4,,3,secondary,no
Tampines Central 1,,1,residential,yes
Kallang Road,,3,primary,yes
Kallang Road,,3,primary,yes
Tampines Street 21,,2,tertiary,
Tampines Street 21,,2,tertiary,
East Coast Parkway,4,4,motorway,yes
East Coast Parkway,2,4,motorway,yes
Mounbatten Road,,3,primary,yes
Balestier Road,,3,primary,yes
Balestier Road,,3,primary,yes
Bedok North Street 1,,2,tertiary,
Moulmein Road,,3,primary,yes
Tanjong Katong Road,,3,primary,yes
Balestier Road,,3,primary,yes
Balestier Road,,3,primary,yes
Bedok North Avenue 1,,3,secondary,
Upper Boon Keng Road,,3,secondary,yes
Upper Boon Keng Road,,3,secondary,yes
Bedok North Avenue 3,,3,secondary,
Towner Road,,2,tertiary,
Sims Avenue,,3,primary,yes
Bedok North Avenue 1,,3,secondary,
Ang Mo Kio Avenue 6,,3,primary,yes
Ang Mo Kio Avenue 8,,3,primary,yes
Ang Mo Kio Avenue 6,,3,primary,yes
Ang Mo Kio Avenue 8,,3,primary,yes
Braddell Road,,4,trunk,yes
Changi Road,,3,primary,yes
Simei Street 3,,3,secondary,yes
Marine Crescent,,1,residential,
Braddell Road,,4,trunk,yes
Tampines Avenue 5,,3,primary,yes
Mountbatten Road,,3,primary,yes
Nicoll Highway,,4,trunk,yes
Nicoll Highway,,4,trunk,yes
Simei Street 3,,3,secondary,yes
Republic Avenue,,3,primary,yes
Stadium Boulevard,,3,secondary,yes
Marine Parade Road,,3,secondary,yes
Marine Parade Road,,3,secondary,yes
Bedok South Avenue 1,,3,primary,yes
Marine Parade Road,,3,secondary,yes
Marine Parade Road,,3,secondary,yes
Upper East Coast Road,,3,secondary,
Mountbatten Road,,3,primary,yes
Mountbatten Road,,3,primary,yes
Geylang Road,,3,primary,yes
Pasir Ris Street 21,,1,residential,
Neil Road,,3,primary,
Dunman Road,,3,secondary,yes
Tanjong Katong Road,,3,primary,
Upper Changi Road East,,3,primary,yes
Tampines Expressway,,4,motorway,yes
Pasir Ris Drive 4,,2,tertiary,
Marine Parade Road,,3,secondary,yes
Siglap Road,,3,secondary,
Upper East Coast Road,,3,secondary,
Joo Chiat Place,,1,residential,
Still Road,,3,primary,yes
Loyang Avenue,,3,primary,yes
Telok Kurau Road,,1,residential,
Marine Parade Road,,3,secondary,yes
Hougang Central,,1,residential,yes
Hougang Central,,1,residential,yes
Hougang Central,,1,residential,yes
Hougang Avenue 10,,3,secondary,yes
Hougang Avenue 10,,3,secondary,yes
Pasir Ris Drive 1,,3,primary,yes
,,1,service,yes
Hougang Avenue 10,,3,secondary,yes
Hougang Avenue 10,,3,secondary,yes
Pasir Ris Drive 3,,3,primary,yes
Pasir Ris Drive 3,,3,primary,yes
Sengkang East Avenue,,3,secondary,yes
Sengkang Central,,2,tertiary,yes
Sengkang East Avenue,,3,secondary,yes
Sengkang Central,,2,tertiary,yes
Sengkang East Avenue,,3,secondary,yes
Sengkang East Avenue,,3,secondary,yes
Punggol Road,,3,secondary,yes
Jalan Eunos,,3,primary,yes
Punggol Road,,3,secondary,yes
,,4,motorway_link,yes
Compassvale Street,,2,tertiary,yes
Compassvale Street,,2,tertiary,yes
Compassvale Street,,2,tertiary,yes
Tampines Expressway,,4,motorway,yes
Tampines Expressway,,4,motorway,yes
,,4,motorway_link,yes
Tampines Expressway,,4,motorway,yes
Tampines Expressway,,4,motorway,yes
Tampines Central 3,,1,unclassified,
Boundary Road,,3,primary,yes
Ang Mo Kio Avenue 1,,3,primary,yes
Ang Mo Kio Avenue 1,,3,primary,yes
Upper Serangoon Road,,3,primary,yes
,,3,primary,yes
Boundary Road,,3,primary,yes
Bartley Road East,,4,trunk_link,yes
Bartley Road,3,4,trunk,yes
Upper Paya Lebar Road,,3,primary,yes
Pan-Island Expressway,,4,motorway,yes
Upper Paya Lebar Road,,3,primary,yes
Sims Avenue,,3,primary,yes
Paya Lebar Road,,3,primary,yes
Ubi Avenue 2,,3,secondary,yes
New Upper Changi Road,,3,primary,yes
New Upper Changi Road,,3,primary,yes
Marymount Road,,3,primary,yes
Marymount Road,,3,primary,yes
Upper Serangoon Road,,3,primary,yes
Upper Serangoon Road,,3,primary,yes
Bedok South Avenue 1,,3,primary,yes
Bedok South Avenue 1,,3,primary,yes
Bedok North Avenue 3,,3,secondary,
Bedok North Road,,3,primary,yes
Bedok North Road,,3,primary,yes
Bedok North Road,,3,primary,yes
Bedok North Road,,3,primary,yes
Loyang Avenue,,3,primary,yes
Bedok North Road,,3,primary,yes
Bedok North Road,,3,primary,yes
West Coast Road,,3,secondary,
Pan-Island Expressway,,4,motorway,yes
Bedok Road,,3,secondary,
Pan-Island Expressway,,4,motorway,yes
Tiong Bahru Road,,3,primary,yes
Jalan Bukit Merah,,3,primary,yes
Jalan Bukit Merah,,3,primary,yes
Jalan Bukit Merah,,3,primary,yes
Pan-Island Expressway,,4,motorway,yes
Lower Delta Road,,3,primary,yes
Keppel Road,,4,motorway_link,yes
Pan-Island Expressway,,4,motorway,yes
Siglap Road,,3,secondary,
Taman Kembangan,,1,residential,
Jalan Kembangan,,1,residential,
Jelan Selamat,,1,residential,
Jelan Selamat,,1,residential,
Lower Delta Road,,3,primary,yes
Bedok North road,,3,primary,yes
Bedok North Road,,3,primary,yes
Pan-Island Expressway,,4,motorway,yes
North Bridge Road,,3,secondary,yes
New Bridge Road,,3,primary,yes
Braddell Road,,4,trunk,yes
Braddell Road,,4,trunk,yes
Braddell Road,,4,trunk,yes
Lorong 6 Toa Payoh,1,3,secondary,yes
Bartley Road,3,4,trunk,yes
Loyang Avenue,,3,primary,
Tampines Street 32,,2,tertiary,
Old Tampines Road,,2,tertiary,
Aljunied Road,,3,primary,yes
Loyang Avenue,,3,primary,yes
Loyang Avenue,,3,primary,yes
Tampines Avenue 7,,3,secondary,yes
Tampines Avenue 5,,3,primary,yes
Tampines Avenue 4,,3,secondary,
Tampines Avenue 5,,3,primary,yes
Changi Coast Road,,3,primary,yes
Changi Coast Road,,3,primary,yes
Xilin Avenue,,4,motorway_link,yes
,,1,service,
Tanah Merah Coast Road,,3,secondary,yes
,,1,service,yes
Tiong Bahru Road,,3,primary,yes
Tampines Expressway,,4,motorway,yes
Tampines Expressway,,4,motorway,yes
