,427850819,40.7571333,-73.9970778
,427850822,40.7571134,-73.9968704
,427850823,40.7570959,-73.9967529
,427850824,40.757071,-73.9966216
,427850825,40.7570489,-73.9965335
,427850826,40.7570255,-73.9964434
,427850827,40.7569929,-73.9963454
,427850828,40.7568953,-73.9960804
,427850829,40.7568281,-73.9959146
,427850830,40.7568078,-73.9958422
,427850831,40.7567956,-73.9957644
,427850832,40.7567956,-73.9956973
,427850833,40.7567976,-73.9956169
,427850834,40.756816,-73.9955391
,427850835,40.7568415,-73.9954753
,427850836,40.7568772,-73.9954221
,427850837,40.7569148,-73.9953804
,593977719,40.7569734,-73.9953351
,427850840,40.7570939,-73.9952445
,427804029,40.7590428,-73.9980915
,593977716,40.7589751,-73.9980007
,593977717,40.7589365,-73.9979664
,427804013,40.7588735,-73.9979518
,427804011,40.7588319,-73.9979586
,427804010,40.7587932,-73.9979963
,427804009,40.7587656,-73.9980498
,427804008,40.7587567,-73.9981233
,427804007,40.7587586,-73.9982006
,427804006,40.7587624,-73.9982983
,42423831,40.7587704,-73.9983824
,42423832,40.758788,-73.998646
,42423836,40.7593876,-73.9969538
,42446506,40.7588387,-73.9975963
,427804105,40.7582896,-73.9973369
,427804078,40.7583701,-73.9975568
,593926769,40.7584221,-73.9976871
,42424773,40.7573468,-73.9950445
,427850877,40.7573831,-73.9949646
,427850878,40.7574114,-73.9949089
,427850879,40.7574292,-73.994867
,1695371007,40.7574438,-73.9948279
,427850880,40.757451,-73.9948001
,427850881,40.757458,-73.9947621
,42424774,40.7574616,-73.9947225
,427850882,40.7574622,-73.9946875
,427850883,40.7574545,-73.9946476
,427850884,40.7574424,-73.9946128
,427850885,40.7574237,-73.9945759
,427850886,40.7574057,-73.9945515
,1806430566,40.7573835,-73.9945269
,1806430425,40.7573518,-73.9945023
,1806430504,40.7573246,-73.9944877
,1806430410,40.7572946,-73.9944823
,427850887,40.7572396,-73.9944845
,427850889,40.7571359,-73.9945639
,427850819,40.7571333,-73.9970778
,427850863,40.7570655,-73.9968672
,427850864,40.7570379,-73.9967507
,427850865,40.7569991,-73.9966158
,427850866,40.7569648,-73.9965035
,427850867,40.7569267,-73.9964041
,593984752,40.7567698,-73.9960389
West 58th Street,42427764,40.7639334,-73.974111
West 58th Street,42427762,40.763659,-73.973465
West 29th Street,42427786,40.745301,-73.986846
West 29th Street,42427787,40.746036,-73.988592
West 29th Street,42427797,40.746659,-73.990067
West 29th Street,42427805,40.747855,-73.99291
West 29th Street,42427812,40.7490521,-73.9957492
West 29th Street,1261680455,40.7502111,-73.9985226
West 29th Street,42427817,40.7502471,-73.9986051
West 29th Street,2703228467,40.7505216,-73.999254
West 29th Street,2703228521,40.7512962,-74.001079
West 29th Street,42427821,40.751445,-74.00143
West 29th Street,42427824,40.752641,-74.0042976
West 29th Street,42427828,40.7537772,-74.0070352
West 29th Street,247074801,40.7538341,-74.0072598
East 63rd Street,42427970,40.761175,-73.957888
East 63rd Street,42429986,40.762115,-73.96015
East 63rd Street,589298803,40.7626804,-73.9614898
East 63rd Street,42429981,40.763113,-73.962515
East 64th Street,42431649,40.767394,-73.970728
East 64th Street,2792783187,40.7667723,-73.9692542
East 64th Street,42431650,40.7667187,-73.969127
East 64th Street,2792783185,40.7666793,-73.9690336
East 64th Street,596775963,40.7660762,-73.9676039
East 64th Street,42431652,40.7659807,-73.9673776
East 64th Street,42431654,40.7653573,-73.9658998
East 64th Street,42431656,40.7646823,-73.9642995
East 64th Street,42431659,40.7637382,-73.9620616
East 64th Street,42431661,40.7627399,-73.9596951
East 64th Street,42427972,40.761789,-73.957441
East 41st Street,42432436,40.752814,-73.981372
East 41st Street,42432438,40.7521385,-73.9797698
East 41st Street,561042200,40.7515144,-73.9782897
East 41st Street,561042201,40.7514105,-73.9780364
East 41st Street,42432444,40.7507747,-73.9765352
East 41st Street,1731564119,40.7503275,-73.9754788
East 41st Street,42432451,40.7501,-73.974935
West 49th Street,42432580,40.757912,-73.977655
West 49th Street,805764932,40.7582421,-73.9784451
West 49th Street,805764935,40.7583996,-73.97882
West 49th Street,42432582,40.758436,-73.978911
West 49th Street,805764939,40.7584702,-73.9789919
West 49th Street,42430356,40.7592744,-73.9808828
West 45th Street,42432693,40.755405,-73.979483
West 45th Street,2176936521,40.7563507,-73.9817165
West 45th Street,42430344,40.7567712,-73.9827118
East 57th Street,42432818,40.762967,-73.973968
East 57th Street,42432825,40.7622894,-73.9723599
East 57th Street,596775935,40.7616441,-73.9708284
East 57th Street,42432834,40.7615514,-73.9706085
East 57th Street,42432847,40.7609292,-73.9691318
East 57th Street,42432856,40.7602554,-73.9675327
East 57th Street,42432861,40.7593108,-73.965291
East 57th Street,42423564,40.7589776,-73.9645003
East 57th Street,2711029280,40.7583127,-73.9629223
West 38th Street,427842142,40.7560896,-73.9949537
West 38th Street,42433625,40.7558825,-73.9944848
West 38th Street,2351527466,40.755846,-73.9943963
West 38th Street,42433620,40.754707,-73.991633
West 38th Street,42433611,40.753517,-73.988787
West 38th Street,42428268,40.752893,-73.98731
West 38th Street,42430317,40.752317,-73.985947
West 38th Street,42433604,40.750959,-73.982724
East Drive,42433870,40.7650956,-73.9731196
East Drive,3377461282,40.7652801,-73.97307
East Drive,1071832235,40.7653086,-73.9730623
East Drive,1283225008,40.7655552,-73.9729478
East Drive,1283225237,40.7657076,-73.9728488
East Drive,1071832216,40.7660274,-73.9726251
East Drive,1283225114,40.7661535,-73.9725938
East Drive,1071832218,40.7662444,-73.9725969
East Drive,1283225181,40.7663321,-73.9726188
East Drive,2216963392,40.7664582,-73.9726846
East Drive,2216963432,40.7667522,-73.9728852
East Drive,1071832234,40.7669825,-73.9729996
East Drive,2216963498,40.7672786,-73.9731046
East Drive,42433876,40.7675669,-73.9731672
East Drive,2216963516,40.767762,-73.9731938
East 46th Street,42434072,40.756032,-73.979024
East 46th Street,42434074,40.7553543,-73.9774168
