40.4227481,-3.7217065
40.4231249,-3.7221717
40.42323,-3.7223004
40.4253229,-3.7260253
40.4252861,-3.7259829
40.4251145,-3.7257852
40.4250186,-3.7256748
40.407064,-3.6885823
40.4073321,-3.6885937
40.4078076,-3.6885879
40.4081044,-3.6885842
40.4208024,-3.6844398
40.4209222,-3.6836326
40.4210871,-3.6826788
40.4212599,-3.6818936
40.4213632,-3.6813206
40.4215506,-3.6802315
40.4215943,-3.6799577
40.4184351,-3.6787543
40.4185937,-3.6788123
40.4195672,-3.6791653
40.418279,-3.6786942
40.4183185,-3.6785522
40.4183159,-3.6784432
40.4183111,-3.6783626
40.418288,-3.6779393
40.4182814,-3.67782
40.4182733,-3.6777064
40.4182222,-3.6770093
40.4181908,-3.6764325
40.4181864,-3.6762376
40.41818,-3.6760741
40.4181174,-3.6746381
40.4180354,-3.6731007
40.4179552,-3.6714456
40.4178638,-3.6695695
40.4178625,-3.6695424
40.417853,-3.6693478
40.4169514,-3.67823
40.4168475,-3.6763513
40.4171166,-3.6779364
40.4182814,-3.67782
40.4184259,-3.6778049
40.4194975,-3.6776894
40.4204427,-3.6776109
40.4215115,-3.6775332
40.4215805,-3.6775268
40.4192774,-3.6730018
40.4193164,-3.6739263
40.4193425,-3.6745441
40.4194058,-3.6759959
40.4194208,-3.6761372
40.4194263,-3.6763334
40.4194975,-3.6776894
40.4195672,-3.6791653
40.4215943,-3.6799577
40.4216522,-3.6796694
40.4216648,-3.679433
40.4216511,-3.6789259
40.4215805,-3.6775268
40.4215163,-3.6762179
40.4215019,-3.6759789
40.4214931,-3.6757653
40.4214322,-3.6743877
40.4213444,-3.6728371
40.4212944,-3.6717051
40.4212927,-3.6716684
40.4212592,-3.671071
40.4212194,-3.6704609
40.4212117,-3.6703428
40.4211438,-3.6693029
40.4211289,-3.6692224
40.4211,-3.6691349
40.4216812,-3.6799879
40.4216612,-3.6800895
40.4216474,-3.6801592
40.4216277,-3.6802592
40.4214361,-3.6812485
40.4213394,-3.6818043
40.421327,-3.6819049
40.4212892,-3.6822122
40.4212986,-3.6824017
40.4213309,-3.6825418
40.4213686,-3.6827051
40.4214257,-3.6828834
40.4222291,-3.7258637
40.421654,-3.7244052
40.4213522,-3.7237976
40.4107214,-3.7393612
40.4095544,-3.7413629
40.415877,-3.7261745
40.4144824,-3.7298638
40.4124538,-3.7353013
40.4106137,-3.7392486
40.4110174,-3.7385643
40.4114189,-3.7377553
40.4116181,-3.7372963
40.4123742,-3.7352561
40.4144191,-3.729798
40.4162944,-3.7247291
40.4345855,-3.7347924
40.4348768,-3.7349954
40.4352512,-3.7352138
40.4357244,-3.7355103
40.4360249,-3.7357345
40.4362969,-3.7359615
40.4204538,-3.720192
40.4204886,-3.720268
40.4205081,-3.720353
40.4205109,-3.7204416
40.4204971,-3.7205284
40.4204673,-3.7206081
40.4071835,-3.7009353
40.4057632,-3.7000701
40.3993129,-3.7337162
40.3989545,-3.7342802
40.3988392,-3.7344483
40.3986036,-3.7347543
40.4018039,-3.7304403
40.4021141,-3.7299779
40.4022493,-3.7297825
40.4023614,-3.7296194
40.4024842,-3.7293851
40.4026116,-3.7290675
40.4027387,-3.7288768
40.4027387,-3.7288768
40.4025804,-3.7293558
40.4025305,-3.7294843
40.4024716,-3.7296453
40.4024259,-3.7297582
40.4054868,-3.7246626
40.4055319,-3.7249696
40.4055073,-3.7253129
40.4053726,-3.72564
40.4048495,-3.7263859
40.4046943,-3.7265253
40.404482,-3.7266541
40.4043105,-3.7268578
40.4041636,-3.7270777
40.4040695,-3.7272549
40.4039388,-3.7274802
40.4038407,-3.7276518
40.4036694,-3.7279197
40.4032527,-3.7282522
40.4030759,-3.7284403
40.4028195,-3.7287354
40.4027387,-3.7288768
40.4018039,-3.7304403
40.3998899,-3.732937
40.3998518,-3.7329868
40.4263098,-3.6976745
40.4258729,-3.6986082
40.4262706,-3.7012587
40.4261235,-3.7012066
40.4260519,-3.7011811
40.4254672,-3.7009441
40.4253587,-3.7008979
40.4250005,-3.7007797
40.4249073,-3.7007461
40.4243542,-3.700669
40.4242584,-3.7006617
40.4239858,-3.7006522
40.423928,-3.7006497
40.4237939,-3.7006505
40.4236109,-3.7006635
40.4289738,-3.7024298
40.4289018,-3.702364
40.4268699,-3.7093961
40.4267519,-3.7082313
40.426702,-3.7077337
40.4266565,-3.707182
40.4266094,-3.7067403
40.4263485,-3.7041633
40.4258068,-3.7042726
40.4254672,-3.7009441
40.4255595,-3.7018795
40.4257608,-3.7038591
40.4258068,-3.7042726
40.4258829,-3.7049987
40.4259505,-3.7057689
40.4260868,-3.7070379
40.4272493,-3.7016691
40.4273069,-3.7020184
40.4275633,-3.7035723
40.4276336,-3.7039143
40.4278514,-3.7050403
40.4280373,-3.7061114
40.4280594,-3.7062387
40.428903,-3.7059277
40.4287772,-3.7048364
40.4286584,-3.7037152
40.4286207,-3.703364
40.428621,-3.7022173
40.4291857,-3.703612
40.4286584,-3.7037152
40.4280803,-3.7038275
40.4276336,-3.7039143
40.4270407,-3.7052031
40.4278514,-3.7050403
40.4282348,-3.7049531
40.4287772,-3.7048364
40.4293709,-3.7046939
40.4282348,-3.7049531
40.4280803,-3.7038275
40.4266592,-3.7041149
40.4263485,-3.7041633
40.4266623,-3.7014198
40.4266838,-3.7016638
40.4266876,-3.701702
40.4268812,-3.703658
40.4238375,-3.702147
40.4238989,-3.7021956
40.4240395,-3.702185
40.4243714,-3.7021073
40.4265192,-3.7005392
40.4266118,-3.7005721
40.4272322,-3.7007927
40.4272912,-3.7008137
40.42738,-3.7008482
40.4286885,-3.7013574
40.4287858,-3.7013876
40.4266592,-3.7041149
40.426616,-3.703707
40.4268812,-3.703658
40.4272247,-3.703615
40.42727,-3.7040049
40.4273213,-3.7044643
40.4269822,-3.7045191
40.4267032,-3.7045657
40.4266646,-3.7041581
40.4266592,-3.7041149
40.4046621,-3.7247744
40.4050845,-3.7247702
40.4054868,-3.7246626
40.3970137,-3.7029737
40.3962782,-3.7036284
40.4253888,-3.6878491
40.4254602,-3.688078
40.4255099,-3.6883601
40.4255678,-3.6892052
40.4253374,-3.6900161
40.4254183,-3.6899007
40.4172357,-3.7035586
40.4172275,-3.7036489
40.4172225,-3.7036843
40.4172142,-3.7037499
40.4172002,-3.7038221
40.4171878,-3.7038715
40.4171738,-3.7039188
40.4171511,-3.7039829
40.4171487,-3.7039888
40.4171197,-3.7040697
40.4170948,-3.704137
40.4170472,-3.704237
40.4169883,-3.7043352
40.4169462,-3.7043962
